"","DataItemLong","County","State","year","OrchardAc","StateFips","CountyCode","StateCountyFips"
"1226.1987","Land in orchards, total (acres)","TALBOT COUNTY"," MD","1987",8,"24","041","24041"
"1227.1987","Land in orchards, total (acres)","WASHINGTON COUNTY"," MD","1987",3225,"24","043","24043"
"1228.1987","Land in orchards, total (acres)","WICOMICO COUNTY"," MD","1987",38,"24","045","24045"
"1229.1987","Land in orchards, total (acres)","WORCESTER COUNTY"," MD","1987",-9999,"24","047","24047"
"1230.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MD","1987",-9999,"24","998","24998"
"1232.1987","Land in orchards, total (acres)","BARNSTABLE COUNTY"," MA","1987",38,"25","001","25001"
"1233.1987","Land in orchards, total (acres)","BERKSHIRE COUNTY"," MA","1987",250,"25","003","25003"
"1234.1987","Land in orchards, total (acres)","BRISTOL COUNTY"," MA","1987",422,"25","005","25005"
"1235.1987","Land in orchards, total (acres)","DUKES COUNTY"," MA","1987",80,"25","007","25007"
"1236.1987","Land in orchards, total (acres)","ESSEX COUNTY"," MA","1987",484,"25","009","25009"
"1237.1987","Land in orchards, total (acres)","FRANKLIN COUNTY"," MA","1987",1157,"25","011","25011"
"1238.1987","Land in orchards, total (acres)","HAMPDEN COUNTY"," MA","1987",923,"25","013","25013"
"1239.1987","Land in orchards, total (acres)","HAMPSHIRE COUNTY"," MA","1987",943,"25","015","25015"
"1240.1987","Land in orchards, total (acres)","MIDDLESEX COUNTY"," MA","1987",1327,"25","017","25017"
"1241.1987","Land in orchards, total (acres)","NANTUCKET COUNTY"," MA","1987",-9999,"25","019","25019"
"1242.1987","Land in orchards, total (acres)","NORFOLK COUNTY"," MA","1987",158,"25","021","25021"
"1243.1987","Land in orchards, total (acres)","PLYMOUTH COUNTY"," MA","1987",138,"25","023","25023"
"1244.1987","Land in orchards, total (acres)","SUFFOLK COUNTY"," MA","1987",-9999,"25","025","25025"
"1245.1987","Land in orchards, total (acres)","WORCESTER COUNTY"," MA","1987",3443,"25","027","25027"
"1246.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MA","1987",-9999,"25","998","25998"
"1248.1987","Land in orchards, total (acres)","ALCONA COUNTY"," MI","1987",30,"26","001","26001"
"1249.1987","Land in orchards, total (acres)","ALGER COUNTY"," MI","1987",-9999,"26","003","26003"
"1250.1987","Land in orchards, total (acres)","ALLEGAN COUNTY"," MI","1987",4628,"26","005","26005"
"1251.1987","Land in orchards, total (acres)","ALPENA COUNTY"," MI","1987",50,"26","007","26007"
"1252.1987","Land in orchards, total (acres)","ANTRIM COUNTY"," MI","1987",4752,"26","009","26009"
"1253.1987","Land in orchards, total (acres)","ARENAC COUNTY"," MI","1987",75,"26","011","26011"
"1254.1987","Land in orchards, total (acres)","BARAGA COUNTY"," MI","1987",19,"26","013","26013"
"1255.1987","Land in orchards, total (acres)","BARRY COUNTY"," MI","1987",92,"26","015","26015"
"1256.1987","Land in orchards, total (acres)","BAY COUNTY"," MI","1987",81,"26","017","26017"
"1257.1987","Land in orchards, total (acres)","BENZIE COUNTY"," MI","1987",4219,"26","019","26019"
"1258.1987","Land in orchards, total (acres)","BERRIEN COUNTY"," MI","1987",24197,"26","021","26021"
"1259.1987","Land in orchards, total (acres)","BRANCH COUNTY"," MI","1987",286,"26","023","26023"
"1260.1987","Land in orchards, total (acres)","CALHOUN COUNTY"," MI","1987",382,"26","025","26025"
"1261.1987","Land in orchards, total (acres)","CASS COUNTY"," MI","1987",3117,"26","027","26027"
"1262.1987","Land in orchards, total (acres)","CHARLEVOIX COUNTY"," MI","1987",793,"26","029","26029"
"1263.1987","Land in orchards, total (acres)","CHEBOYGAN COUNTY"," MI","1987",38,"26","031","26031"
"1264.1987","Land in orchards, total (acres)","CHIPPEWA COUNTY"," MI","1987",7,"26","033","26033"
"1265.1987","Land in orchards, total (acres)","CLARE COUNTY"," MI","1987",20,"26","035","26035"
"1266.1987","Land in orchards, total (acres)","CLINTON COUNTY"," MI","1987",412,"26","037","26037"
"1267.1987","Land in orchards, total (acres)","CRAWFORD COUNTY"," MI","1987",-9999,"26","039","26039"
"1268.1987","Land in orchards, total (acres)","DELTA COUNTY"," MI","1987",96,"26","041","26041"
"1269.1987","Land in orchards, total (acres)","DICKINSON COUNTY"," MI","1987",4,"26","043","26043"
"1270.1987","Land in orchards, total (acres)","EATON COUNTY"," MI","1987",171,"26","045","26045"
"1271.1987","Land in orchards, total (acres)","EMMET COUNTY"," MI","1987",46,"26","047","26047"
"1272.1987","Land in orchards, total (acres)","GENESEE COUNTY"," MI","1987",627,"26","049","26049"
"1273.1987","Land in orchards, total (acres)","GLADWIN COUNTY"," MI","1987",-9999,"26","051","26051"
"1274.1987","Land in orchards, total (acres)","GOGEBIC COUNTY"," MI","1987",-9999,"26","053","26053"
"1275.1987","Land in orchards, total (acres)","GRAND TRAVERSE COUNTY"," MI","1987",12240,"26","055","26055"
"1276.1987","Land in orchards, total (acres)","GRATIOT COUNTY"," MI","1987",172,"26","057","26057"
"1277.1987","Land in orchards, total (acres)","HILLSDALE COUNTY"," MI","1987",278,"26","059","26059"
"1278.1987","Land in orchards, total (acres)","HOUGHTON COUNTY"," MI","1987",10,"26","061","26061"
"1279.1987","Land in orchards, total (acres)","HURON COUNTY"," MI","1987",35,"26","063","26063"
"1280.1987","Land in orchards, total (acres)","INGHAM COUNTY"," MI","1987",344,"26","065","26065"
"1281.1987","Land in orchards, total (acres)","IONIA COUNTY"," MI","1987",2520,"26","067","26067"
"1282.1987","Land in orchards, total (acres)","IOSCO COUNTY"," MI","1987",37,"26","069","26069"
"1283.1987","Land in orchards, total (acres)","IRON COUNTY"," MI","1987",-9999,"26","071","26071"
"1284.1987","Land in orchards, total (acres)","ISABELLA COUNTY"," MI","1987",96,"26","073","26073"
"1285.1987","Land in orchards, total (acres)","JACKSON COUNTY"," MI","1987",593,"26","075","26075"
"1286.1987","Land in orchards, total (acres)","KALAMAZOO COUNTY"," MI","1987",1622,"26","077","26077"
"1287.1987","Land in orchards, total (acres)","KALKASKA COUNTY"," MI","1987",-9999,"26","079","26079"
"1288.1987","Land in orchards, total (acres)","KENT COUNTY"," MI","1987",16332,"26","081","26081"
"1289.1987","Land in orchards, total (acres)","KEWEENAW COUNTY"," MI","1987",-9999,"26","083","26083"
"1290.1987","Land in orchards, total (acres)","LAKE COUNTY"," MI","1987",14,"26","085","26085"
"1291.1987","Land in orchards, total (acres)","LAPEER COUNTY"," MI","1987",757,"26","087","26087"
"1292.1987","Land in orchards, total (acres)","LEELANAU COUNTY"," MI","1987",15888,"26","089","26089"
"1293.1987","Land in orchards, total (acres)","LENAWEE COUNTY"," MI","1987",696,"26","091","26091"
"1294.1987","Land in orchards, total (acres)","LIVINGSTON COUNTY"," MI","1987",553,"26","093","26093"
"1295.1987","Land in orchards, total (acres)","LUCE COUNTY"," MI","1987",-9999,"26","095","26095"
"1296.1987","Land in orchards, total (acres)","MACKINAC COUNTY"," MI","1987",-9999,"26","097","26097"
"1297.1987","Land in orchards, total (acres)","MACOMB COUNTY"," MI","1987",1548,"26","099","26099"
"1298.1987","Land in orchards, total (acres)","MANISTEE COUNTY"," MI","1987",5161,"26","101","26101"
"1299.1987","Land in orchards, total (acres)","MARQUETTE COUNTY"," MI","1987",66,"26","103","26103"
"1300.1987","Land in orchards, total (acres)","MASON COUNTY"," MI","1987",5732,"26","105","26105"
"1301.1987","Land in orchards, total (acres)","MECOSTA COUNTY"," MI","1987",356,"26","107","26107"
"1302.1987","Land in orchards, total (acres)","MENOMINEE COUNTY"," MI","1987",50,"26","109","26109"
"1303.1987","Land in orchards, total (acres)","MIDLAND COUNTY"," MI","1987",28,"26","111","26111"
"1304.1987","Land in orchards, total (acres)","MISSAUKEE COUNTY"," MI","1987",2,"26","113","26113"
"1305.1987","Land in orchards, total (acres)","MONROE COUNTY"," MI","1987",293,"26","115","26115"
"1306.1987","Land in orchards, total (acres)","MONTCALM COUNTY"," MI","1987",1119,"26","117","26117"
"1307.1987","Land in orchards, total (acres)","MONTMORENCY COUNTY"," MI","1987",7,"26","119","26119"
"1308.1987","Land in orchards, total (acres)","MUSKEGON COUNTY"," MI","1987",3928,"26","121","26121"
"1309.1987","Land in orchards, total (acres)","NEWAYGO COUNTY"," MI","1987",2413,"26","123","26123"
"1310.1987","Land in orchards, total (acres)","OAKLAND COUNTY"," MI","1987",523,"26","125","26125"
"1311.1987","Land in orchards, total (acres)","OCEANA COUNTY"," MI","1987",15683,"26","127","26127"
"1312.1987","Land in orchards, total (acres)","OGEMAW COUNTY"," MI","1987",31,"26","129","26129"
"1313.1987","Land in orchards, total (acres)","ONTONAGON COUNTY"," MI","1987",-9999,"26","131","26131"
"1314.1987","Land in orchards, total (acres)","OSCEOLA COUNTY"," MI","1987",10,"26","133","26133"
"1315.1987","Land in orchards, total (acres)","OSCODA COUNTY"," MI","1987",-9999,"26","135","26135"
"1316.1987","Land in orchards, total (acres)","OTSEGO COUNTY"," MI","1987",-9999,"26","137","26137"
"1317.1987","Land in orchards, total (acres)","OTTAWA COUNTY"," MI","1987",6804,"26","139","26139"
"1318.1987","Land in orchards, total (acres)","PRESQUE ISLE COUNTY"," MI","1987",26,"26","141","26141"
"1319.1987","Land in orchards, total (acres)","ROSCOMMON COUNTY"," MI","1987",-9999,"26","143","26143"
"1320.1987","Land in orchards, total (acres)","SAGINAW COUNTY"," MI","1987",147,"26","145","26145"
"1321.1987","Land in orchards, total (acres)","ST CLAIR COUNTY"," MI","1987",278,"26","147","26147"
"1322.1987","Land in orchards, total (acres)","ST JOSEPH COUNTY"," MI","1987",258,"26","149","26149"
"1323.1987","Land in orchards, total (acres)","SANILAC COUNTY"," MI","1987",329,"26","151","26151"
"1324.1987","Land in orchards, total (acres)","SCHOOLCRAFT COUNTY"," MI","1987",-9999,"26","153","26153"
"1325.1987","Land in orchards, total (acres)","SHIAWASSEE COUNTY"," MI","1987",127,"26","155","26155"
"1326.1987","Land in orchards, total (acres)","TUSCOLA COUNTY"," MI","1987",372,"26","157","26157"
"1327.1987","Land in orchards, total (acres)","VAN BUREN COUNTY"," MI","1987",18663,"26","159","26159"
"1328.1987","Land in orchards, total (acres)","WASHTENAW COUNTY"," MI","1987",826,"26","161","26161"
"1329.1987","Land in orchards, total (acres)","WAYNE COUNTY"," MI","1987",166,"26","163","26163"
"1330.1987","Land in orchards, total (acres)","WEXFORD COUNTY"," MI","1987",82,"26","165","26165"
"1331.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MI","1987",-9999,"26","998","26998"
"1333.1987","Land in orchards, total (acres)","AITKIN COUNTY"," MN","1987",7,"27","001","27001"
"1334.1987","Land in orchards, total (acres)","ANOKA COUNTY"," MN","1987",8,"27","003","27003"
"1335.1987","Land in orchards, total (acres)","BECKER COUNTY"," MN","1987",6,"27","005","27005"
"1336.1987","Land in orchards, total (acres)","BELTRAMI COUNTY"," MN","1987",-9999,"27","007","27007"
"1337.1987","Land in orchards, total (acres)","BENTON COUNTY"," MN","1987",4,"27","009","27009"
"1338.1987","Land in orchards, total (acres)","BIG STONE COUNTY"," MN","1987",-9999,"27","011","27011"
"1339.1987","Land in orchards, total (acres)","BLUE EARTH COUNTY"," MN","1987",-9999,"27","013","27013"
"1340.1987","Land in orchards, total (acres)","BROWN COUNTY"," MN","1987",-9999,"27","015","27015"
"1341.1987","Land in orchards, total (acres)","CARLTON COUNTY"," MN","1987",1,"27","017","27017"
"1342.1987","Land in orchards, total (acres)","CARVER COUNTY"," MN","1987",79,"27","019","27019"
"1343.1987","Land in orchards, total (acres)","CASS COUNTY"," MN","1987",-9999,"27","021","27021"
"1344.1987","Land in orchards, total (acres)","CHIPPEWA COUNTY"," MN","1987",-9999,"27","023","27023"
"1345.1987","Land in orchards, total (acres)","CHISAGO COUNTY"," MN","1987",80,"27","025","27025"
"1346.1987","Land in orchards, total (acres)","CLAY COUNTY"," MN","1987",-9999,"27","027","27027"
"1347.1987","Land in orchards, total (acres)","CLEARWATER COUNTY"," MN","1987",-9999,"27","029","27029"
"1348.1987","Land in orchards, total (acres)","COOK COUNTY"," MN","1987",-9999,"27","031","27031"
"1349.1987","Land in orchards, total (acres)","COTTONWOOD COUNTY"," MN","1987",-9999,"27","033","27033"
"1350.1987","Land in orchards, total (acres)","CROW WING COUNTY"," MN","1987",-9999,"27","035","27035"
"1351.1987","Land in orchards, total (acres)","DAKOTA COUNTY"," MN","1987",192,"27","037","27037"
"1352.1987","Land in orchards, total (acres)","DODGE COUNTY"," MN","1987",29,"27","039","27039"
"1353.1987","Land in orchards, total (acres)","DOUGLAS COUNTY"," MN","1987",47,"27","041","27041"
"1354.1987","Land in orchards, total (acres)","FARIBAULT COUNTY"," MN","1987",-9999,"27","043","27043"
"1355.1987","Land in orchards, total (acres)","FILLMORE COUNTY"," MN","1987",98,"27","045","27045"
"1356.1987","Land in orchards, total (acres)","FREEBORN COUNTY"," MN","1987",13,"27","047","27047"
"1357.1987","Land in orchards, total (acres)","GOODHUE COUNTY"," MN","1987",176,"27","049","27049"
"1358.1987","Land in orchards, total (acres)","GRANT COUNTY"," MN","1987",-9999,"27","051","27051"
"1359.1987","Land in orchards, total (acres)","HENNEPIN COUNTY"," MN","1987",231,"27","053","27053"
"1360.1987","Land in orchards, total (acres)","HOUSTON COUNTY"," MN","1987",373,"27","055","27055"
"1361.1987","Land in orchards, total (acres)","HUBBARD COUNTY"," MN","1987",-9999,"27","057","27057"
"1362.1987","Land in orchards, total (acres)","ISANTI COUNTY"," MN","1987",15,"27","059","27059"
"1363.1987","Land in orchards, total (acres)","ITASCA COUNTY"," MN","1987",-9999,"27","061","27061"
"1364.1987","Land in orchards, total (acres)","JACKSON COUNTY"," MN","1987",-9999,"27","063","27063"
"1365.1987","Land in orchards, total (acres)","KANABEC COUNTY"," MN","1987",-9999,"27","065","27065"
"1366.1987","Land in orchards, total (acres)","KANDIYOHI COUNTY"," MN","1987",39,"27","067","27067"
"1367.1987","Land in orchards, total (acres)","KITTSON COUNTY"," MN","1987",-9999,"27","069","27069"
"1368.1987","Land in orchards, total (acres)","KOOCHICHING COUNTY"," MN","1987",-9999,"27","071","27071"
"1369.1987","Land in orchards, total (acres)","LAC QUI PARLE COUNTY"," MN","1987",-9999,"27","073","27073"
"1370.1987","Land in orchards, total (acres)","LAKE COUNTY"," MN","1987",-9999,"27","075","27075"
"1371.1987","Land in orchards, total (acres)","LAKE OF THE WOODS COUNTY"," MN","1987",-9999,"27","077","27077"
"1372.1987","Land in orchards, total (acres)","LE SUEUR COUNTY"," MN","1987",6,"27","079","27079"
"1373.1987","Land in orchards, total (acres)","LINCOLN COUNTY"," MN","1987",-9999,"27","081","27081"
"1374.1987","Land in orchards, total (acres)","LYON COUNTY"," MN","1987",-9999,"27","083","27083"
"1375.1987","Land in orchards, total (acres)","MCLEOD COUNTY"," MN","1987",22,"27","085","27085"
"1376.1987","Land in orchards, total (acres)","MAHNOMEN COUNTY"," MN","1987",-9999,"27","087","27087"
"1377.1987","Land in orchards, total (acres)","MARSHALL COUNTY"," MN","1987",-9999,"27","089","27089"
"1378.1987","Land in orchards, total (acres)","MARTIN COUNTY"," MN","1987",-9999,"27","091","27091"
"1379.1987","Land in orchards, total (acres)","MEEKER COUNTY"," MN","1987",42,"27","093","27093"
"1380.1987","Land in orchards, total (acres)","MILLE LACS COUNTY"," MN","1987",9,"27","095","27095"
"1381.1987","Land in orchards, total (acres)","MORRISON COUNTY"," MN","1987",5,"27","097","27097"
"1382.1987","Land in orchards, total (acres)","MOWER COUNTY"," MN","1987",52,"27","099","27099"
"1383.1987","Land in orchards, total (acres)","MURRAY COUNTY"," MN","1987",18,"27","101","27101"
"1384.1987","Land in orchards, total (acres)","NICOLLET COUNTY"," MN","1987",9,"27","103","27103"
"1385.1987","Land in orchards, total (acres)","NOBLES COUNTY"," MN","1987",-9999,"27","105","27105"
"1386.1987","Land in orchards, total (acres)","NORMAN COUNTY"," MN","1987",-9999,"27","107","27107"
"1387.1987","Land in orchards, total (acres)","OLMSTED COUNTY"," MN","1987",141,"27","109","27109"
"1388.1987","Land in orchards, total (acres)","OTTER TAIL COUNTY"," MN","1987",22,"27","111","27111"
"1389.1987","Land in orchards, total (acres)","PENNINGTON COUNTY"," MN","1987",-9999,"27","113","27113"
"1390.1987","Land in orchards, total (acres)","PINE COUNTY"," MN","1987",22,"27","115","27115"
"1391.1987","Land in orchards, total (acres)","PIPESTONE COUNTY"," MN","1987",-9999,"27","117","27117"
"1392.1987","Land in orchards, total (acres)","POLK COUNTY"," MN","1987",-9999,"27","119","27119"
"1393.1987","Land in orchards, total (acres)","POPE COUNTY"," MN","1987",-9999,"27","121","27121"
"1394.1987","Land in orchards, total (acres)","RAMSEY COUNTY"," MN","1987",-9999,"27","123","27123"
"1395.1987","Land in orchards, total (acres)","RED LAKE COUNTY"," MN","1987",-9999,"27","125","27125"
"1396.1987","Land in orchards, total (acres)","REDWOOD COUNTY"," MN","1987",-9999,"27","127","27127"
"1397.1987","Land in orchards, total (acres)","RENVILLE COUNTY"," MN","1987",-9999,"27","129","27129"
"1398.1987","Land in orchards, total (acres)","RICE COUNTY"," MN","1987",485,"27","131","27131"
"1399.1987","Land in orchards, total (acres)","ROCK COUNTY"," MN","1987",-9999,"27","133","27133"
"1400.1987","Land in orchards, total (acres)","ROSEAU COUNTY"," MN","1987",-9999,"27","135","27135"
"1401.1987","Land in orchards, total (acres)","ST LOUIS COUNTY"," MN","1987",9,"27","137","27137"
"1402.1987","Land in orchards, total (acres)","SCOTT COUNTY"," MN","1987",231,"27","139","27139"
"1403.1987","Land in orchards, total (acres)","SHERBURNE COUNTY"," MN","1987",12,"27","141","27141"
"1404.1987","Land in orchards, total (acres)","SIBLEY COUNTY"," MN","1987",-9999,"27","143","27143"
"1405.1987","Land in orchards, total (acres)","STEARNS COUNTY"," MN","1987",37,"27","145","27145"
"1406.1987","Land in orchards, total (acres)","STEELE COUNTY"," MN","1987",-9999,"27","147","27147"
"1407.1987","Land in orchards, total (acres)","STEVENS COUNTY"," MN","1987",-9999,"27","149","27149"
"1408.1987","Land in orchards, total (acres)","SWIFT COUNTY"," MN","1987",-9999,"27","151","27151"
"1409.1987","Land in orchards, total (acres)","TODD COUNTY"," MN","1987",10,"27","153","27153"
"1410.1987","Land in orchards, total (acres)","TRAVERSE COUNTY"," MN","1987",-9999,"27","155","27155"
"1411.1987","Land in orchards, total (acres)","WABASHA COUNTY"," MN","1987",382,"27","157","27157"
"1412.1987","Land in orchards, total (acres)","WADENA COUNTY"," MN","1987",-9999,"27","159","27159"
"1413.1987","Land in orchards, total (acres)","WASECA COUNTY"," MN","1987",-9999,"27","161","27161"
"1414.1987","Land in orchards, total (acres)","WASHINGTON COUNTY"," MN","1987",607,"27","163","27163"
"1415.1987","Land in orchards, total (acres)","WATONWAN COUNTY"," MN","1987",-9999,"27","165","27165"
"1416.1987","Land in orchards, total (acres)","WILKIN COUNTY"," MN","1987",-9999,"27","167","27167"
"1417.1987","Land in orchards, total (acres)","WINONA COUNTY"," MN","1987",790,"27","169","27169"
"1418.1987","Land in orchards, total (acres)","WRIGHT COUNTY"," MN","1987",228,"27","171","27171"
"1419.1987","Land in orchards, total (acres)","YELLOW MEDICINE COUNTY"," MN","1987",-9999,"27","173","27173"
"1420.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MN","1987",-9999,"27","998","27998"
"1422.1987","Land in orchards, total (acres)","ADAMS COUNTY"," MS","1987",85,"28","001","28001"
"1423.1987","Land in orchards, total (acres)","ALCORN COUNTY"," MS","1987",104,"28","003","28003"
"1424.1987","Land in orchards, total (acres)","AMITE COUNTY"," MS","1987",64,"28","005","28005"
"1425.1987","Land in orchards, total (acres)","ATTALA COUNTY"," MS","1987",149,"28","007","28007"
"1426.1987","Land in orchards, total (acres)","BENTON COUNTY"," MS","1987",-9999,"28","009","28009"
"1427.1987","Land in orchards, total (acres)","BOLIVAR COUNTY"," MS","1987",1106,"28","011","28011"
"1428.1987","Land in orchards, total (acres)","CALHOUN COUNTY"," MS","1987",92,"28","013","28013"
"1429.1987","Land in orchards, total (acres)","CARROLL COUNTY"," MS","1987",42,"28","015","28015"
"1430.1987","Land in orchards, total (acres)","CHICKASAW COUNTY"," MS","1987",-9999,"28","017","28017"
"1431.1987","Land in orchards, total (acres)","CHOCTAW COUNTY"," MS","1987",-9999,"28","019","28019"
"1432.1987","Land in orchards, total (acres)","CLAIBORNE COUNTY"," MS","1987",77,"28","021","28021"
"1433.1987","Land in orchards, total (acres)","CLARKE COUNTY"," MS","1987",116,"28","023","28023"
"1434.1987","Land in orchards, total (acres)","CLAY COUNTY"," MS","1987",280,"28","025","28025"
"1435.1987","Land in orchards, total (acres)","COAHOMA COUNTY"," MS","1987",2726,"28","027","28027"
"1436.1987","Land in orchards, total (acres)","COPIAH COUNTY"," MS","1987",106,"28","029","28029"
"1437.1987","Land in orchards, total (acres)","COVINGTON COUNTY"," MS","1987",140,"28","031","28031"
"1438.1987","Land in orchards, total (acres)","DE SOTO COUNTY"," MS","1987",54,"28","033","28033"
"1439.1987","Land in orchards, total (acres)","FORREST COUNTY"," MS","1987",264,"28","035","28035"
"1440.1987","Land in orchards, total (acres)","FRANKLIN COUNTY"," MS","1987",-9999,"28","037","28037"
"1441.1987","Land in orchards, total (acres)","GEORGE COUNTY"," MS","1987",362,"28","039","28039"
"1442.1987","Land in orchards, total (acres)","GREENE COUNTY"," MS","1987",89,"28","041","28041"
"1443.1987","Land in orchards, total (acres)","GRENADA COUNTY"," MS","1987",-9999,"28","043","28043"
"1444.1987","Land in orchards, total (acres)","HANCOCK COUNTY"," MS","1987",300,"28","045","28045"
"1445.1987","Land in orchards, total (acres)","HARRISON COUNTY"," MS","1987",855,"28","047","28047"
"1446.1987","Land in orchards, total (acres)","HINDS COUNTY"," MS","1987",993,"28","049","28049"
"1447.1987","Land in orchards, total (acres)","HOLMES COUNTY"," MS","1987",-9999,"28","051","28051"
"1448.1987","Land in orchards, total (acres)","HUMPHREYS COUNTY"," MS","1987",-9999,"28","053","28053"
"1449.1987","Land in orchards, total (acres)","ISSAQUENA COUNTY"," MS","1987",-9999,"28","055","28055"
"1450.1987","Land in orchards, total (acres)","ITAWAMBA COUNTY"," MS","1987",11,"28","057","28057"
"1451.1987","Land in orchards, total (acres)","JACKSON COUNTY"," MS","1987",219,"28","059","28059"
"1452.1987","Land in orchards, total (acres)","JASPER COUNTY"," MS","1987",316,"28","061","28061"
"1453.1987","Land in orchards, total (acres)","JEFFERSON COUNTY"," MS","1987",64,"28","063","28063"
"1454.1987","Land in orchards, total (acres)","JEFFERSON DAVIS COUNTY"," MS","1987",13,"28","065","28065"
"1455.1987","Land in orchards, total (acres)","JONES COUNTY"," MS","1987",322,"28","067","28067"
"1456.1987","Land in orchards, total (acres)","KEMPER COUNTY"," MS","1987",42,"28","069","28069"
"1457.1987","Land in orchards, total (acres)","LAFAYETTE COUNTY"," MS","1987",-9999,"28","071","28071"
"1458.1987","Land in orchards, total (acres)","LAMAR COUNTY"," MS","1987",1903,"28","073","28073"
"1459.1987","Land in orchards, total (acres)","LAUDERDALE COUNTY"," MS","1987",299,"28","075","28075"
"1460.1987","Land in orchards, total (acres)","LAWRENCE COUNTY"," MS","1987",-9999,"28","077","28077"
"1461.1987","Land in orchards, total (acres)","LEAKE COUNTY"," MS","1987",60,"28","079","28079"
"1462.1987","Land in orchards, total (acres)","LEE COUNTY"," MS","1987",68,"28","081","28081"
"1463.1987","Land in orchards, total (acres)","LEFLORE COUNTY"," MS","1987",-9999,"28","083","28083"
"1464.1987","Land in orchards, total (acres)","LINCOLN COUNTY"," MS","1987",43,"28","085","28085"
"1465.1987","Land in orchards, total (acres)","LOWNDES COUNTY"," MS","1987",131,"28","087","28087"
"1466.1987","Land in orchards, total (acres)","MADISON COUNTY"," MS","1987",-9999,"28","089","28089"
"1467.1987","Land in orchards, total (acres)","MARION COUNTY"," MS","1987",182,"28","091","28091"
"1468.1987","Land in orchards, total (acres)","MARSHALL COUNTY"," MS","1987",17,"28","093","28093"
"1469.1987","Land in orchards, total (acres)","MONROE COUNTY"," MS","1987",78,"28","095","28095"
"1470.1987","Land in orchards, total (acres)","MONTGOMERY COUNTY"," MS","1987",-9999,"28","097","28097"
"1471.1987","Land in orchards, total (acres)","NESHOBA COUNTY"," MS","1987",31,"28","099","28099"
"1472.1987","Land in orchards, total (acres)","NEWTON COUNTY"," MS","1987",47,"28","101","28101"
"1473.1987","Land in orchards, total (acres)","NOXUBEE COUNTY"," MS","1987",145,"28","103","28103"
"1474.1987","Land in orchards, total (acres)","OKTIBBEHA COUNTY"," MS","1987",156,"28","105","28105"
"1475.1987","Land in orchards, total (acres)","PANOLA COUNTY"," MS","1987",39,"28","107","28107"
"1476.1987","Land in orchards, total (acres)","PEARL RIVER COUNTY"," MS","1987",1354,"28","109","28109"
"1477.1987","Land in orchards, total (acres)","PERRY COUNTY"," MS","1987",74,"28","111","28111"
"1478.1987","Land in orchards, total (acres)","PIKE COUNTY"," MS","1987",177,"28","113","28113"
"1479.1987","Land in orchards, total (acres)","PONTOTOC COUNTY"," MS","1987",87,"28","115","28115"
"1480.1987","Land in orchards, total (acres)","PRENTISS COUNTY"," MS","1987",25,"28","117","28117"
"1481.1987","Land in orchards, total (acres)","QUITMAN COUNTY"," MS","1987",141,"28","119","28119"
"1482.1987","Land in orchards, total (acres)","RANKIN COUNTY"," MS","1987",45,"28","121","28121"
"1483.1987","Land in orchards, total (acres)","SCOTT COUNTY"," MS","1987",70,"28","123","28123"
"1484.1987","Land in orchards, total (acres)","SHARKEY COUNTY"," MS","1987",-9999,"28","125","28125"
"1485.1987","Land in orchards, total (acres)","SIMPSON COUNTY"," MS","1987",63,"28","127","28127"
"1486.1987","Land in orchards, total (acres)","SMITH COUNTY"," MS","1987",115,"28","129","28129"
"1487.1987","Land in orchards, total (acres)","STONE COUNTY"," MS","1987",364,"28","131","28131"
"1488.1987","Land in orchards, total (acres)","SUNFLOWER COUNTY"," MS","1987",247,"28","133","28133"
"1489.1987","Land in orchards, total (acres)","TALLAHATCHIE COUNTY"," MS","1987",478,"28","135","28135"
"1490.1987","Land in orchards, total (acres)","TATE COUNTY"," MS","1987",102,"28","137","28137"
"1491.1987","Land in orchards, total (acres)","TIPPAH COUNTY"," MS","1987",4,"28","139","28139"
"1492.1987","Land in orchards, total (acres)","TISHOMINGO COUNTY"," MS","1987",15,"28","141","28141"
"1493.1987","Land in orchards, total (acres)","TUNICA COUNTY"," MS","1987",-9999,"28","143","28143"
"1494.1987","Land in orchards, total (acres)","UNION COUNTY"," MS","1987",15,"28","145","28145"
"1495.1987","Land in orchards, total (acres)","WALTHALL COUNTY"," MS","1987",50,"28","147","28147"
"1496.1987","Land in orchards, total (acres)","WARREN COUNTY"," MS","1987",31,"28","149","28149"
"1497.1987","Land in orchards, total (acres)","WASHINGTON COUNTY"," MS","1987",706,"28","151","28151"
"1498.1987","Land in orchards, total (acres)","WAYNE COUNTY"," MS","1987",134,"28","153","28153"
"1499.1987","Land in orchards, total (acres)","WEBSTER COUNTY"," MS","1987",-9999,"28","155","28155"
"1500.1987","Land in orchards, total (acres)","WILKINSON COUNTY"," MS","1987",202,"28","157","28157"
"1501.1987","Land in orchards, total (acres)","WINSTON COUNTY"," MS","1987",139,"28","159","28159"
"1502.1987","Land in orchards, total (acres)","YALOBUSHA COUNTY"," MS","1987",83,"28","161","28161"
"1503.1987","Land in orchards, total (acres)","YAZOO COUNTY"," MS","1987",46,"28","163","28163"
"1504.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MS","1987",-9999,"28","998","28998"
