StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
SD,46107,327105,0,0,1368,157541,218494,0,0,0,3,0,20,0,342004,230503,5,0,84,6219,1785,0,0,14,6,0,0,14233,45933,0,0,0,57,0,50,0,0,0,0,0,0,0,0,3217,0,0,0,14,6,0,2,30206,0,0,0,0,0,0,0,0,0,0,0,0,109591,0,68841,8634,1636,334,38,144,5,0,25,1014028,458,2641,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327105,0,1368,157541,20,0,230503,6219,0,0
SD,46109,516545,0,0,110,799326,1604,0,0,0,2,0,425,0,195763,8619,0,0,88,1941,69,0,0,1,0,0,0,44269,36499,0,0,421,547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,287,0,8319,0,0,0,0,0,0,0,0,0,0,0,0,164685,0,123227,13136,4660,504,402,64827,0,0,2,1038134,676,242127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,516545,0,110,799326,425,0,8619,1941,0,0
SD,46111,315920,0,0,2453,212733,451,0,0,0,0,0,5,0,12918,39373,0,0,5,3059,501,0,0,0,0,0,0,40315,101147,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,18457,0,0,0,0,0,0,0,0,0,0,0,0,13681,0,58005,3169,666,120,23,13284,6,0,2,786539,31,17441,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,315920,0,2453,212733,5,0,39373,3059,0,0
SD,46113,12236,0,0,815,120,9411,0,0,0,0,0,507,1,7900,114940,0,0,44,2721,12231,0,0,1,1631,0,0,11132,61116,5,0,0,53,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,7,0,105330,0,0,0,0,0,0,0,0,0,0,0,0,11653,0,62744,18209,2133,169,735872,9354,227896,1086,2845,4567021,44143,9801,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12236,0,815,120,507,1,114940,2721,0,0
SD,46115,972967,0,0,1988,1315613,2951,0,0,0,2,0,15,0,270522,75406,0,1,12,1030,669,0,0,6,0,0,0,49667,56400,0,0,0,805,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,45,1,95119,0,0,0,0,0,0,0,0,0,0,0,0,41431,0,161202,7002,3224,590,34,12732,50,0,5,1221536,30,54429,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,972967,0,1988,1315614,15,0,75407,1030,0,0
SD,46117,24906,0,0,58312,1405,83165,0,0,0,2409,0,1909,0,132948,382951,0,0,3,2640,19246,0,0,3,2774,0,0,15089,80501,0,0,0,2879,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,6,0,4,56448,0,0,0,0,0,0,0,0,0,0,0,0,214757,0,67562,8530,1986,498,128,1382,491,14,41,3175773,17627,7719,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24906,0,58312,1405,1909,0,382951,2640,0,0
SD,46119,405045,0,0,14973,70615,430993,0,0,0,8,0,822,0,474075,455004,0,0,38,1626,33120,0,0,4,40,0,0,9793,29693,0,0,0,5493,0,1,0,0,0,0,0,0,0,0,111,0,0,0,3,4,0,8,10086,0,0,0,0,0,0,0,0,0,0,0,0,192536,0,68349,10458,1837,255,77,89,2,0,9,863120,366,1460,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405045,0,14973,70615,822,0,455004,1626,0,0
SD,46121,52050,0,0,6114,7359,11112,0,0,0,2574,0,73,0,15961,31851,0,0,61,12900,19800,0,0,4,4,0,0,58417,155875,0,0,0,5912,0,4,0,0,0,0,0,0,0,0,345,0,0,0,15,0,0,4,5340,0,0,0,0,0,0,0,0,0,0,0,0,7458,0,65961,14411,1374,140,1105,29984,9304,75042,649,3312360,65498,33613,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52050,0,6114,7359,73,0,31851,12900,0,0
SD,46123,322357,0,0,120208,66471,54400,0,0,0,112,0,2,0,59436,243379,0,0,242,24265,6174,0,0,2,0,0,0,86759,248725,0,0,0,285,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,17,0,52,0,19389,0,0,0,0,0,0,0,0,0,0,0,0,17238,0,143271,11638,1899,601,258,13484,991,134,21,3133620,64865,13206,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322357,0,120208,66471,2,0,243379,24265,0,0
SD,46125,677529,0,0,2,509930,0,0,0,0,1,0,20,0,3242,34587,0,0,0,3537,8,0,0,0,0,0,0,59512,13753,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,201,0,805,0,0,0,0,0,0,0,0,0,0,0,0,5801,0,79752,6158,1654,313,287,13145,2,0,2,355501,71,11043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677529,0,2,509930,20,0,34587,3537,0,0
SD,46127,530386,0,0,1,436074,2,0,0,0,0,0,25,0,238,3228,0,0,121,3030,3,0,0,0,0,0,0,28426,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,179,0,0,0,0,0,0,0,0,0,0,0,0,17693,0,73384,13581,6566,1112,101,32903,2,26,0,157453,1657,34412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530386,0,1,436074,25,0,3228,3030,0,0
SD,46129,234721,0,0,363,173638,60295,0,0,0,1,0,1136,4,265516,42937,1,0,817,8015,1591,0,0,45,6,0,0,20664,70613,0,106,0,117,19,351,0,0,0,0,0,0,0,0,7242,0,0,0,10,454,0,1,16462,0,0,0,0,0,0,0,0,0,0,0,0,120356,0,63812,8406,2283,529,27,1306,16,1,39,1035264,1315,3172,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234721,0,363,173638,1136,4,42937,8015,0,0
SD,46135,406726,0,0,121,317912,3,0,0,2,45,0,62,0,1882,24885,0,0,17,4456,15,0,0,0,0,0,0,90236,16775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19120,0,0,0,0,0,0,0,0,0,0,0,0,45739,0,69968,13353,5259,1850,255,41275,403,0,6,454724,6637,10951,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406726,0,121,317912,62,0,24885,4456,0,0
SD,46137,28044,0,0,2939,1431,45397,0,0,0,0,0,1583,29,76198,191009,0,0,6,9983,24370,0,0,15,2749,0,0,32302,173800,17875,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,165,0,107742,0,0,0,0,0,0,0,0,0,0,0,0,44804,0,34207,8276,479,16,7190,10127,2072,100,338,4795409,46640,6767,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28044,0,2939,1431,1583,29,191009,9983,0,0
TN,47001,464,0,0,0,110,0,0,3,0,0,0,0,0,0,32,0,51,0,0,0,0,0,0,0,0,0,0,6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23051,0,75177,50416,18254,6889,988,622919,15659,13476,1073,156304,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,525,0,0,166,0,0,144,5,0,0
TN,47003,22743,100,0,3,40519,0,0,56,0,1,0,0,0,0,1854,0,15211,0,0,11,0,0,0,0,0,0,62,23957,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,96,0,0,0,0,0,0,0,0,0,0,0,0,2324,0,73497,21827,5847,2476,238,339892,51835,19001,7494,736136,343,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,23490,100,3,55739,3,0,17812,6,0,0
TN,47005,9874,178,0,10,36255,0,0,1,0,4,0,0,0,0,104,0,1623,6,0,45,0,0,0,0,0,0,46,19840,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,100,0,7034,0,0,0,0,0,0,0,0,0,0,0,0,117824,0,43637,4978,2465,1011,1131,765066,46460,115,3609,143960,49294,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,9875,178,10,37913,0,0,1728,35,0,0
TN,47007,10022,0,0,0,2590,0,0,0,0,0,0,0,0,0,1459,0,1762,0,4,0,0,0,0,0,0,0,0,35766,0,0,0,522,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,3077,0,40893,8600,1981,225,320,629724,79773,40122,7587,305437,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,3,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10148,0,78,4352,0,0,3425,4,0,0
TN,47009,6566,0,0,1,7236,0,0,50,0,0,0,4,0,3,310,0,3526,6,1,0,0,0,0,0,0,0,10,36935,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,243,0,0,0,0,0,0,0,0,0,0,0,0,21539,0,111709,45332,11935,3629,1408,817967,172184,21851,2489,364546,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7496,0,3,10762,4,0,4764,5,0,0
TN,47011,4261,0,0,0,1928,0,0,19,0,0,0,0,0,2,2167,0,1436,78,0,3,0,0,0,0,0,0,14,11756,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,184,0,0,0,0,0,0,0,0,0,0,0,0,7041,0,80187,46098,11960,6611,647,344326,56700,44554,17229,311888,2271,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,3,0,2,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6616,0,63,3365,1,0,6018,3,0,0
TN,47013,532,0,0,0,98,0,0,9,0,0,0,0,0,0,29,0,85,2,0,0,0,0,0,0,0,0,1,5366,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50967,0,82598,37060,9640,2909,1155,1015396,10376,28540,395,188597,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,4,183,0,0,236,1,0,0
TN,47015,14661,21,0,3,36816,0,0,15,0,0,0,0,0,0,736,0,4482,0,0,8,0,0,0,0,0,0,11,21183,0,0,0,0,0,409,0,0,0,0,0,0,0,0,2,0,0,0,0,0,150,0,210,0,0,0,0,0,0,0,0,0,0,0,0,356,0,30090,5287,1150,197,179,377471,39243,10529,3764,216473,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,58,15395,21,4,41362,58,0,5952,7,0,0
TN,47017,130037,62432,0,49,128672,0,0,0,0,1,0,0,0,0,94,0,25722,0,0,0,0,0,0,0,0,0,15,21648,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,68,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,9619,0,85545,6895,2760,983,178,847666,56673,28,2955,263200,79584,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130037,62432,49,154394,0,0,25816,0,0,0
TN,47019,1519,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,9,0,0,0,0,0,0,0,259,6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,39,0,0,0,0,0,0,0,16448,0,59945,18247,3876,1574,908,752118,12205,2452,1320,123207,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1647,0,0,33,37,0,134,9,0,0
TN,47021,4948,2,0,0,11922,0,0,148,0,0,0,0,0,0,121,0,834,0,3,0,0,0,0,0,0,0,50,15946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,30,0,0,0,0,0,0,0,0,0,0,0,0,13406,0,31114,4983,2230,959,54,620979,19251,3144,50,149426,4211,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4950,2,0,12767,11,0,957,3,0,0
TN,47023,11469,10558,0,3,63554,0,0,0,4,1,0,0,0,0,131,0,5303,0,0,0,0,0,0,0,0,0,0,47226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,743,0,0,0,0,0,0,0,0,0,0,0,0,2829,0,40756,5300,1830,541,6,363207,46346,19199,65717,108022,38059,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11470,10558,3,68857,0,0,5435,0,0,0
TN,47025,659,0,0,0,169,0,0,71,0,0,0,2,0,0,238,0,164,0,2,0,0,0,0,0,0,0,3,14384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,21143,0,51296,26091,5927,1825,1996,715698,12625,26676,27,390779,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1534,0,2,334,2,0,1274,8,0,0
TN,47027,1130,0,0,1,501,0,0,111,0,0,0,0,0,0,72,0,33,0,0,0,0,0,0,0,0,0,5,13078,0,0,0,4,0,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,74,0,0,0,0,0,0,0,0,0,0,0,0,65270,0,23894,4563,1475,573,159,503609,6908,557,123,123395,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,1,534,0,0,464,0,0,0
TN,47029,7208,0,0,0,4054,0,0,19,17,0,0,0,0,0,234,0,329,33,11,0,0,0,0,0,0,0,7,7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15810,0,62727,12244,2900,968,1542,868065,58938,12917,1109,217241,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7378,0,0,4386,3,0,733,11,0,0
TN,47031,61887,86,0,21,107482,0,0,24,6,0,0,0,0,0,1760,0,19026,0,185,31,0,0,0,0,0,0,15,33392,0,0,0,52,0,3800,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1535,0,158,0,0,0,0,0,0,0,0,0,0,0,0,15558,0,80540,32698,8200,3220,281,486156,12784,4724,5555,362394,6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2059,83,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,6,64030,86,21,126542,6,0,22845,295,0,0
TN,47033,68701,130384,9,870,228803,0,0,0,0,0,0,0,0,0,365,0,63898,0,0,0,0,0,0,0,0,0,8,61512,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,359,0,0,0,0,0,0,0,1,0,0,0,0,5036,0,41582,5841,1410,550,21,38599,343,6,489,51398,63175,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68701,130384,870,292701,0,0,64263,0,0,0
TN,47035,3984,0,0,1,260,0,0,9,0,0,0,0,0,8,258,0,46,4,7,0,0,0,0,0,0,0,14,22344,0,0,0,772,0,1,0,0,0,0,0,0,0,0,82,0,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,14275,0,96976,41999,13110,3656,1851,1096121,55598,143851,3085,471433,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1170,1,0,0,0,0,0,0,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5155,0,72,308,0,0,1545,10,0,0
TN,47037,4280,0,0,0,1849,0,0,11,0,0,0,0,0,0,108,0,325,0,0,1,0,0,0,0,0,0,9,7426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,28,0,0,0,0,0,0,0,0,0,0,0,0,63771,0,266083,197229,79269,46031,1384,567407,64434,22999,1693,187451,978,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,0,0,2174,0,0,443,0,0,0
TN,47039,6506,23,0,16,30090,10,0,11,0,1,0,0,0,0,566,0,607,6,0,19,0,0,0,0,0,0,36,30392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,904,0,0,0,0,0,0,0,0,0,0,0,0,34269,0,33790,3739,1447,668,1194,605914,28103,1383,5262,177930,29265,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515,23,16,30697,0,0,1182,0,0,0
TN,47041,9794,7,0,27,19255,0,0,5,0,0,0,0,0,0,348,0,1465,0,0,5,0,0,0,0,0,0,2,30059,0,0,0,15,0,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,399,0,0,0,0,0,0,0,0,0,0,0,0,72231,0,43201,10324,2447,688,241,477508,33882,5749,2398,233005,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9923,7,27,20743,0,0,1942,23,0,0
TN,47043,3537,1,0,0,3369,0,0,69,0,1,0,0,0,0,303,0,739,0,2,0,0,0,0,0,0,0,14,20217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,179,0,0,0,0,0,0,0,0,0,0,0,0,4796,0,63907,11104,5374,2667,65,911139,14701,327,287,370083,911,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662,1,0,4108,0,0,1167,2,0,0
TN,47045,101069,48409,2645,1168,719835,2,0,0,0,0,0,0,0,0,1251,0,72970,0,0,0,0,0,0,0,0,0,8,83253,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,57375,0,66027,16930,4824,2294,179,66146,203,7,645,47066,218665,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101069,48409,1168,792805,0,0,74221,0,0,0
TN,47047,60740,110328,38,1106,231116,4,0,0,0,0,0,0,0,0,2154,0,36679,0,0,246,0,0,0,0,0,0,3,196850,0,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4691,0,2108,0,0,0,0,0,0,0,0,0,0,0,0,15767,0,87155,30517,4575,712,579,453531,27041,8969,264462,324436,167663,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60741,110328,1106,267795,0,0,38834,0,0,0
TN,47049,2708,0,0,4,1090,0,0,2,0,0,0,0,0,0,119,0,68,1,48,0,0,0,0,0,0,0,25,13922,0,0,0,714,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2813,0,56247,17195,4032,780,443,882981,18842,159703,1251,272649,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,0,15,1158,0,0,426,48,0,0
TN,47051,81996,12231,0,4,95792,0,1,26,0,2,0,0,0,0,1619,0,32147,178,3,11,0,0,0,0,0,0,3,15695,0,0,0,16,0,235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,219,0,331,0,0,0,0,0,0,0,0,0,0,0,0,57972,0,66204,18966,4116,1315,272,878244,13122,10208,16144,346275,3096,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,0,0,0,0,0,0,0,0,82214,12231,4,128047,0,0,33982,111,0,0
TN,47053,256700,101765,5,267,454497,0,0,0,1,0,0,0,0,0,909,0,148049,0,2,0,0,0,0,0,0,0,7,57719,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,669,0,0,0,0,0,0,0,0,0,0,0,0,11590,0,103849,15097,5404,2518,22,219974,1951,1,568,195397,158563,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,256708,101877,267,602658,0,0,148966,2,0,0
TN,47055,41645,3817,0,6,39923,2,4,2,0,2,0,0,0,0,1689,0,8679,64,186,11,0,0,0,0,0,0,44,96603,0,0,0,0,0,4,0,0,0,0,0,0,0,0,161,0,0,0,0,0,97,0,762,0,0,0,0,0,0,0,1,0,0,0,0,2537,0,88263,12341,2917,873,133,799473,33888,20731,11268,590394,1010,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,0,137,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,42830,3817,143,48612,6,0,11686,186,0,0
TN,47057,2346,0,0,0,285,0,0,48,0,0,0,0,0,0,200,0,160,4,44,0,0,0,0,0,0,0,130,15377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,55510,0,38682,21300,3891,711,2378,403231,19531,20469,79,284594,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,13,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,0,32,445,0,0,1498,57,0,0
TN,47059,20567,0,0,0,3917,0,0,94,126,0,0,10,0,0,191,0,94,19,17,0,0,0,0,0,0,0,465,70978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3949,0,90506,33415,7193,3175,220,681323,30150,4180,599,843348,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,21262,0,0,4079,78,0,978,19,0,0
TN,47061,8084,23,0,2,9287,0,0,1,0,0,0,0,0,0,362,0,3882,21,68,5,0,0,0,0,0,0,1,4872,0,0,0,107,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2385,0,32693,8244,1393,175,305,655876,72356,39970,14927,183018,719,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8136,23,2,13186,0,0,4296,85,0,0
