StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_052,Category_053,Category_054,Category_056,Category_057,Category_058,Category_059,Category_061,Category_063,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_075,Category_076,Category_082,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Barley_all,Canteloupe_all,Corn_all,Cotton_all,Lettuce_all,Oats_all,Sorghum_all,Soybeans_all,Wheat_Durum_all,Wheat_Winter_all
OR,41071,2449,0,0,2,0,0,0,0,1396,0,0,0,285,1651,1,0,0,759,0,0,0,0,0,0,663,0,0,37,1571,10,3865,0,0,1036,0,12,0,15,0,312,92,3916,71730,880,116,0,0,3,102,757,3434,0,0,0,0,513,0,2622,0,22363,13632,4023,1233,2935,5861,140252,48860,36137,64578,15177,6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,0,0,759,2,0,0,1651
SD,46003,70809,0,0,244,43347,915,0,0,0,0,3,0,2185,44323,0,1,72,2185,11,0,0,0,0,0,11861,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2647,0,3276,0,25483,1133,173,27,8,2756,3,0,6,242495,23,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,70809,0,0,2185,244,43348,0,44324
SD,46005,205411,0,0,43,115919,102,0,0,0,0,2,0,12876,39553,0,2,5,678,40,0,0,0,0,0,18740,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,9847,0,6344,0,42321,3173,1222,445,36,5638,6,0,5,337537,40,9252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,205411,0,0,678,43,115921,0,39555
SD,46007,5867,0,0,852,9,3355,0,0,0,0,17,1,2698,50123,315,0,503,529,26970,0,0,0,15,0,4362,0,0,0,307,0,0,0,0,0,0,0,0,13,0,0,0,3,0,14192,0,0,0,0,0,0,0,0,0,0,0,0,0,5343,0,10287,2660,134,27,67,1278,19474,73,46,594137,7225,11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5867,0,0,529,852,9,1,50123
SD,46009,80566,0,0,39,78093,5,0,0,0,0,0,0,466,19505,1,0,4,705,4,0,0,0,0,0,20911,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1892,0,13305,0,23515,1333,235,67,20,7103,196,0,92,118042,384,5537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80566,0,0,705,39,78093,0,19505
SD,46011,155615,0,0,2,91726,2,0,0,0,0,0,0,7774,4569,0,0,7,1168,1,0,0,2,0,0,8244,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,15,8,0,0,0,0,0,0,0,0,0,0,6413,0,13832,0,31686,3127,1324,413,19,4022,7,0,2,174637,91,10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155615,0,0,1168,2,91726,0,4569
SD,46013,345242,0,0,9,245002,26,0,0,0,0,52,0,37054,1978,0,0,442,982,83,0,0,0,0,0,9089,0,0,0,313,0,0,0,0,8,0,0,0,50,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,3214,0,21321,0,64435,5727,1603,670,81,11194,3,1,8,304494,332,54472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,345242,0,0,982,9,245002,0,1978
SD,46015,71653,0,0,766,15468,3146,0,0,0,0,5,0,8049,74977,0,3,359,2522,76,0,0,0,0,0,10150,0,0,0,0,0,0,0,0,8,0,0,0,159,0,0,0,22,0,75,0,0,0,0,0,0,0,0,0,0,0,656,0,19939,0,24799,1658,446,105,4,1413,3021,0,5,297306,1365,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,71653,0,0,2522,766,15471,0,74980
SD,46017,19483,0,0,539,1660,2978,0,0,0,0,40,0,3747,15743,2,0,0,580,484,0,0,0,0,0,2288,0,0,0,0,0,0,0,0,27,0,0,0,416,0,0,0,1,0,120,0,0,0,0,0,0,0,0,0,0,0,23,0,11305,0,7021,522,57,4,6,539,721,0,5,241566,1166,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,19483,0,0,580,539,1660,0,15743
SD,46019,5051,0,0,198,54,34,0,0,0,0,234,2,1420,8593,16,0,74,2837,1315,0,0,1,0,0,11512,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,5221,0,0,0,0,0,0,0,0,0,0,0,0,0,8058,0,9755,3699,225,17,1432,154,3654,5,29468,1343209,13101,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,5051,0,0,2837,198,54,2,8593
SD,46021,41898,0,0,208,12155,5975,0,0,0,0,115,0,38123,3251,3,0,2,2100,68,0,0,9,1,0,4421,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,217,22,0,0,0,0,0,0,0,0,0,0,237,0,23123,0,19095,1766,103,38,93,314,5,0,15,338937,986,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,41898,0,0,2100,208,12155,0,3251
SD,46023,118332,0,0,880,79731,2738,0,0,0,0,5,0,3865,87225,0,0,45,3295,169,0,0,0,0,0,28772,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,3808,0,34803,0,36462,1548,478,120,30,14621,2404,0,174,311272,887,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,118332,0,0,3295,880,79731,0,87225
SD,46025,124410,0,0,26,108263,366,0,0,0,0,8,0,33115,14354,0,7,7,1257,17,0,0,0,0,0,11294,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,0,4,0,1540,0,0,0,0,0,0,0,0,0,0,0,8909,0,32193,0,29083,1164,259,23,15,3796,5,0,0,226809,49,22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,124410,0,0,1257,26,108270,0,14361
SD,46027,101246,0,0,2,73884,0,0,0,0,0,0,0,200,3171,0,0,0,229,0,0,0,0,0,0,12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,311,0,3780,0,17432,1561,463,107,115,6457,28,2,3,34057,1085,9679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101246,0,0,229,2,73884,0,3171
SD,46029,90747,0,0,11,64819,37,0,0,0,0,5,0,31683,11387,0,0,40,1468,4,0,0,12,0,0,12613,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,2,0,142,0,0,0,0,0,0,0,0,0,0,0,4835,0,31917,0,27930,4181,1746,534,33,2897,9,0,0,162289,28,9518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,90747,0,0,1468,11,64819,0,11387
SD,46031,18003,0,0,1950,25,10644,0,0,0,0,1242,124,92280,10630,77,0,188,9404,4057,0,0,775,5,0,12970,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3262,0,0,0,0,0,0,0,0,0,0,0,12,0,31675,0,21444,1929,42,2,229,10049,12,9,24,1372953,12737,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,18003,0,0,9404,1950,25,124,10630
SD,46033,14,0,0,93,0,41,0,0,0,0,0,0,421,1846,46,0,2,71,227,0,0,0,25,0,1238,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,4882,2621,409,37,5895,43,308836,9,40091,627595,1993,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,71,93,0,0,1846
SD,46035,64261,0,0,11,41507,19,0,0,0,0,0,0,531,31641,0,18,2,315,12,0,0,0,0,0,13660,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1373,0,1417,0,17904,2738,1102,406,19,5184,13,0,15,96193,50,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64261,0,0,315,11,41525,0,31659
SD,46037,108248,0,0,14,104253,23,0,0,0,0,48,0,46650,5397,3,0,17,996,25,0,0,12,0,0,6519,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,162,1,0,0,0,0,0,0,0,0,0,0,10215,0,88343,0,34128,1737,343,73,53,6058,40,0,0,254130,56,30783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,108248,0,0,996,14,104253,0,5397
SD,46039,87485,0,0,0,54309,2,0,0,0,0,0,0,11354,7498,0,0,8,721,2,0,0,1,0,0,8822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6021,0,10785,0,22521,1086,201,33,6,2880,2,1,2,182769,20,10952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87485,0,0,721,0,54309,0,7498
SD,46041,11367,0,0,3819,177,6342,0,0,0,0,198,0,18630,21520,1,0,0,3282,5583,0,0,46,22,0,5540,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3017,0,0,0,0,0,0,0,0,0,0,0,9,0,77366,0,13556,1950,157,3,318,1647,26,9,56,1377348,9074,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,11367,0,0,3282,3819,177,0,21520
SD,46043,63392,0,0,186,44273,272,0,0,0,0,11,0,795,36086,0,0,2,1082,109,0,0,0,0,0,12585,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1900,0,946,0,16848,575,189,39,13,3237,1,0,6,93550,62,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,63392,0,0,1082,186,44273,0,36086
SD,46045,156847,0,0,168,87593,4460,0,0,0,0,626,1,63038,8281,0,0,1,2680,126,0,0,2,0,0,6692,0,0,0,0,0,0,0,0,3,0,0,0,127,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,649,0,7879,0,31585,1727,250,58,17,1298,2,0,47,359992,912,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,156847,0,0,2680,168,87593,1,8281
SD,46047,176,0,0,645,2,12,0,0,0,0,26,0,246,4226,14,0,0,43,1883,0,0,0,294,0,1343,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,3227,0,7202,3386,497,51,473,25,33094,2,19933,1038829,1653,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,176,0,0,43,645,2,0,4226
SD,46049,114060,0,0,258,74102,5321,0,0,0,0,20,0,65943,22809,74,0,1,1220,1323,0,0,0,0,0,12650,0,0,0,2,0,0,0,0,4,0,0,0,225,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,1957,0,4288,0,31118,1419,246,37,16,1238,2,0,3,299289,223,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,114060,0,0,1220,258,74102,0,22809
SD,46051,97953,0,0,0,77435,95,0,0,0,0,41,0,22164,11064,21,0,80,673,14,0,0,78,0,0,11994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,2368,0,4330,0,27266,2238,662,191,46,6226,2,3,0,149487,229,25562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,97953,0,0,673,0,77435,0,11064
SD,46053,36704,0,0,628,12599,2729,0,0,0,0,8,2,2634,17384,0,0,33,2409,114,0,0,0,0,0,12764,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,112,0,26453,0,29543,1397,198,48,5,56102,5022,0,5,457928,8330,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,36704,0,0,2409,628,12599,2,17384
SD,46055,4316,0,0,6522,4,4288,0,0,0,0,153,2,9926,100557,147,0,2,4136,13257,0,0,8,518,0,1958,0,0,0,154,0,0,0,0,0,0,0,0,109,0,0,0,0,0,28440,0,0,0,0,0,0,0,0,0,0,0,4,0,2878,0,14195,1524,126,25,518,3958,4894,14,31,955987,9701,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,4316,0,0,4136,6522,4,2,100557
SD,46057,99682,0,0,2,73873,0,0,0,0,0,0,0,8762,8716,0,0,26,638,0,0,0,1,0,0,7153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3162,0,25300,0,18681,933,251,32,2,2668,0,0,0,82467,16,11958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99682,0,0,638,2,73873,0,8716
SD,46059,128768,0,0,592,45175,18328,0,0,0,0,32,0,54885,84469,2,0,85,2846,498,0,0,0,0,0,22676,0,0,0,1,0,0,0,0,26,0,0,0,591,0,0,0,2,0,181,0,0,0,0,0,0,0,0,0,0,0,4509,0,6963,0,38217,1737,359,81,7,1561,0,1,17,504149,291,4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,128768,0,0,2846,592,45175,0,84469
SD,46061,82508,0,0,29,76030,2,0,0,0,0,0,0,314,12770,0,2,1,261,0,0,0,0,0,0,4775,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1276,0,2545,0,15373,927,210,20,50,2408,10,0,6,75451,74,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82508,0,0,261,29,76032,0,12772
SD,46063,1233,0,0,50,1,205,0,0,0,0,861,1042,13036,10735,26,0,6,2756,449,0,0,3,0,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,3,0,1093,0,8430,1833,47,5,1517,1647,21141,5,26163,1613855,2639,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,1233,0,0,2756,50,1,1042,10735
SD,46065,38286,0,0,4150,5268,33699,0,0,0,0,5,0,27260,76200,98,2,1,685,5790,0,0,0,1,0,1644,0,0,0,371,0,0,0,0,1496,0,0,0,580,0,0,0,0,0,3554,0,0,0,0,0,0,0,0,0,0,0,783,0,38145,0,16116,4156,1431,514,52,490,15,0,3,250461,578,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,38286,0,0,685,4150,5270,0,76202
SD,46067,139011,0,0,18,138563,15,0,0,0,0,0,0,542,39440,0,0,2,671,2,0,0,0,0,0,20003,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2201,0,3225,0,33839,2032,512,112,12,2154,5,0,6,133042,64,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139011,0,0,671,18,138563,0,39440
SD,46069,35818,0,0,546,2582,26340,0,0,0,0,112,0,27834,54222,92,17,0,1597,2275,0,0,0,0,0,5232,0,0,0,1,0,0,0,0,1,0,0,0,86,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,426,0,2527,0,15292,1038,134,42,19,101,26,0,5,377625,235,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,35818,0,0,1597,546,2599,0,54239
SD,46071,305,0,0,1758,33,571,0,0,0,0,50,5,1774,40187,145,0,9,612,10540,0,0,0,580,0,3741,0,0,0,5,0,0,0,0,0,0,0,0,142,0,0,0,0,0,10993,0,0,0,0,0,0,0,0,0,0,0,0,0,3411,0,15226,4522,172,15,74612,1524,7592,607,25,1007613,10590,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,305,0,0,612,1758,33,5,40187
SD,46073,41274,0,0,167,13358,618,0,0,0,0,6,0,2799,30708,0,1,9,1084,19,0,0,0,0,0,8275,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1612,0,1524,0,16152,464,145,26,4,2541,2,0,5,218749,22,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,41274,0,0,1084,167,13359,0,30709
SD,46075,6444,0,0,9566,81,6967,0,0,0,0,5,0,5305,45962,329,0,1,1244,5376,0,0,0,4,0,948,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,10939,0,0,0,0,0,0,0,0,0,0,0,18,0,1946,0,8624,1946,115,21,139,259,25,1,9,512678,2603,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6444,0,0,1244,9566,81,0,45962
SD,46077,142250,0,0,74,124395,200,0,0,0,0,4,0,7288,17967,0,0,15,1151,3,0,0,0,0,0,13230,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,3940,0,40168,0,28061,1437,343,45,3,3261,0,0,4,157915,33,10923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,142250,0,0,1151,74,124395,0,17967
SD,46079,137181,0,0,2,90819,0,0,0,0,0,0,0,746,1177,0,0,1,429,0,0,0,0,0,0,5724,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,3007,0,13725,0,21019,1712,515,133,5,2967,1,0,2,79275,41,9342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137181,0,0,429,2,90819,0,1177
SD,46081,90,0,0,4,0,1,0,0,0,0,21,0,46,80,0,0,0,410,253,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,6323,3829,495,33,943,825,356872,42,15100,123060,1723,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,90,0,0,410,4,0,0,80
SD,46083,157332,0,0,1,110957,0,0,0,0,0,0,0,36,2548,0,0,0,164,2,0,0,0,0,0,6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,460,0,1106,0,27511,3169,1262,269,195,7349,0,2,19,45537,51,5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157332,0,0,164,1,110957,0,2548
SD,46085,36248,0,0,20433,886,14408,0,0,0,0,5,0,5026,111810,91,0,5,1369,7540,0,0,0,2,0,2413,0,0,0,146,0,0,0,0,661,0,0,0,1945,0,0,0,0,0,8419,0,0,0,0,0,0,0,0,0,0,0,32,0,43844,0,31332,3825,322,36,22,2063,3696,2,11,787117,8000,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,36248,0,0,1369,20433,886,0,111810
SD,46087,125122,0,0,5,107680,0,0,0,0,0,1,0,477,2795,1,0,2,391,15,0,0,0,0,0,7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,2710,0,4208,0,23555,1493,344,67,4,1898,2,0,4,86900,32,3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125122,0,0,391,5,107680,0,2795
SD,46089,59980,0,0,71,27754,4890,0,0,0,0,842,0,35897,4820,1,0,0,2540,79,0,0,53,0,0,6940,0,0,0,5,0,0,0,0,4,0,0,0,15,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,887,0,16475,0,25629,1286,198,58,19,418,2,2,115,546184,662,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0,59980,0,0,2540,71,27754,0,4820
SD,46091,126412,0,0,16,70212,4,0,0,0,0,59,0,9907,2267,0,0,8,331,13,0,0,1,0,0,5011,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,12998,0,33533,0,23781,1323,241,48,15,12741,3,0,4,252538,82,15234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,126412,0,0,331,16,70212,0,2267
SD,46093,1429,0,0,3710,2,1328,0,0,0,0,93,2,10126,39554,41,0,45,3314,8585,0,0,0,429,0,17201,0,0,0,32,0,0,0,0,0,0,0,0,14,0,0,0,226,0,20251,0,0,0,0,0,0,0,0,0,0,0,1,0,4366,0,18619,7169,986,300,2567,2697,81259,553,6962,1951490,44781,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1429,0,0,3314,3710,2,2,39554
SD,46095,3362,0,0,4020,421,1431,0,0,0,0,2,0,2184,22869,72,0,1,742,2319,0,0,0,3,0,2410,0,0,0,17,0,0,0,0,0,0,0,0,97,0,0,0,0,0,7382,0,0,0,0,0,0,0,0,0,0,0,10,0,2870,0,10791,1278,61,5,7986,3834,332,163,12,751184,12250,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3362,0,0,742,4020,421,0,22869
SD,46097,76663,0,0,36,69337,2,0,0,0,0,0,0,1879,17046,0,0,1,641,2,0,0,0,0,0,6902,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3936,0,2982,0,19430,693,139,20,1,1306,0,0,1,160391,31,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76663,0,0,641,36,69337,0,17046
SD,46099,176214,0,0,2,114577,1,0,0,0,0,0,0,679,3077,0,0,2,438,0,0,0,0,0,0,18300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2031,0,6770,0,42626,12784,5772,3372,576,10036,1,0,6,116087,50,7392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176214,0,0,438,2,114577,0,3077
SD,46101,152834,0,0,0,60382,0,0,0,0,0,0,0,1069,691,0,0,2,111,2,0,0,0,0,0,7048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1878,0,1833,0,19857,1170,463,53,47,3496,0,0,2,75094,38,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152834,0,0,111,0,60382,0,691
SD,46103,1163,0,0,604,1,409,0,0,0,0,677,1,7560,50811,260,0,4,936,5355,0,0,0,4160,0,7704,0,0,0,258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14296,0,0,0,0,0,0,0,0,0,0,0,6,0,4493,0,18073,12632,6324,1851,94139,1551,440622,4133,16314,1069806,17367,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,1163,0,0,936,604,1,1,50811
SD,46105,14728,0,0,722,2,4515,0,0,0,0,3969,156,68825,26617,22,0,8,10602,3361,0,0,322,18,0,5765,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,0,0,0,0,8747,0,0,0,0,0,0,0,0,0,0,0,212,0,4882,0,16605,2515,162,33,88,301,60,5,91,1669337,5081,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,0,14728,0,0,10602,722,2,156,26617
SD,46107,70348,0,0,677,22807,34103,0,0,0,0,20,0,62218,58217,5,0,0,2901,1240,0,0,2,0,0,3089,0,0,0,15,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,3110,0,0,0,0,0,0,0,0,0,0,0,2059,0,20039,0,21117,2305,276,81,59,17,1,0,13,268747,145,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,70348,0,0,2901,677,22807,0,58217
SD,46109,134148,0,0,8,144518,6,0,0,0,0,263,0,34699,1757,0,0,5,216,9,0,0,10,0,0,8901,0,0,29,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,311,2,0,0,0,0,0,0,0,0,0,0,23295,0,35178,0,42200,3190,885,109,134,16624,5,2,7,201608,628,77859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,134148,0,0,216,8,144518,0,1757
SD,46111,73953,0,0,71,34393,7,0,0,0,0,0,0,1333,14432,0,1,2,646,20,0,0,0,0,0,11877,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2693,0,1463,0,18679,815,98,24,7,3897,5,0,8,196771,58,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73953,0,0,646,71,34394,0,14433
SD,46113,2751,0,0,144,3,1491,0,0,0,0,1,4,638,23382,76,0,0,52,3655,0,0,0,86,0,235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10175,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,8499,3697,258,17,158570,743,52905,158,111,1061505,8602,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2751,0,0,52,144,3,4,23382
SD,46115,279636,0,0,121,228283,844,0,0,0,0,285,0,80338,30891,0,2,8,729,274,0,0,0,0,0,14731,0,0,0,51,0,0,0,0,5,0,0,0,966,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,11893,0,8444,0,52870,1972,509,96,74,4020,11,0,4,232884,163,15911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,279636,0,0,729,121,228285,0,30893
