StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_052,Category_053,Category_056,Category_057,Category_058,Category_059,Category_061,Category_063,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_082,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
ND,38091,113022,0,0,0,154503,6010,0,0,0,0,3103,0,103247,2998,1,0,5,26,1,0,786,21,0,0,1743,0,0,128,28004,16,0,0,0,0,0,0,0,69,0,0,3,0,545,205,0,0,0,0,0,0,0,4245,0,7203,0,36663,752,91,7,7,9090,180,533,3,49433,6735,61510,113022,0,0,154503,3103,0,2998,26,0,0
ND,38093,182709,0,0,27,381589,15497,0,0,0,0,19018,49,170006,11683,45,0,92,1215,288,0,3606,408,4,0,11119,0,0,2,1535,783,0,0,0,3,0,0,0,652,0,0,222,0,3405,2,0,0,0,0,0,0,0,64082,0,135848,0,111411,7312,2004,156,43,7263,52,1,89,636823,2389,126645,182709,0,27,381589,19018,49,11683,1215,0,0
ND,38095,16488,0,0,0,29910,26315,0,0,0,0,30310,2618,298857,11454,2,0,2,221,4,0,113977,2513,7,0,932,0,0,8,16305,27,0,0,0,2,0,0,0,5214,0,0,0,0,4297,1,0,0,0,0,0,0,0,4197,0,13684,0,47945,1214,119,15,9,2621,92,0,1,146105,1082,83504,16488,0,0,29910,30310,2618,11454,221,0,0
ND,38097,190194,0,0,0,225782,6576,0,0,0,0,5688,2,113789,1151,0,0,2,60,1,0,6,0,0,0,1691,0,0,28599,27082,50,0,0,0,0,0,0,0,10,0,0,0,0,823,2267,0,0,0,0,0,0,0,3123,0,6598,0,51537,3920,782,104,4,8954,18,100,2,11610,12928,8954,190194,0,0,225782,5688,2,1151,60,0,0
ND,38099,47896,0,0,1,74037,39120,0,0,0,0,18784,143,293150,2121,3,0,1,109,6,0,13127,669,0,0,2555,0,0,48179,121302,6619,0,0,0,0,0,0,0,565,0,0,4,0,3660,69,0,0,0,0,0,0,0,27603,0,16054,0,79484,4428,864,133,270,21003,90,39,9,162002,13804,70924,47896,0,1,74037,18784,143,2121,109,0,0
ND,38101,17136,0,0,12,10936,71770,0,0,0,0,72456,109719,391988,16752,60,0,169,2065,90,0,107843,33358,73,0,3814,0,0,1,505,0,0,0,0,412,0,0,1455,44059,0,0,21,0,8470,50,0,0,0,0,0,0,0,1974,0,41419,0,117056,15092,3856,975,402,16470,14,10,71,548787,7490,51605,17136,0,12,10936,72456,109719,16752,2065,0,0
ND,38103,73127,0,0,16,117838,41013,0,0,0,0,25813,582,249215,9031,19,0,20,1120,38,0,7438,1357,3,0,3092,0,0,0,63814,17,0,0,0,12,0,0,1,1799,0,0,4,0,3318,92,0,0,0,0,0,0,0,15738,0,35088,0,70493,1374,167,33,30,3394,46,0,5,278003,3221,59496,73127,0,16,117838,25813,582,9031,1120,0,0
ND,38105,4013,0,0,11,14,4353,0,0,0,0,33916,473296,70953,2317,1,0,240,1446,31,0,7192,1284,4280,0,9538,0,0,5387,9046,452,0,0,0,10369,0,0,57081,66374,0,0,40,0,68729,0,0,0,0,0,0,0,0,4,0,55970,0,96572,5310,1776,196,2277,17399,451,1162,4468,716431,14111,27437,4013,0,11,14,33916,473296,2317,1446,0,0
OH,39001,6818,0,0,0,14253,0,0,1,0,0,1,0,0,1128,0,152,1,8,0,0,0,0,0,0,66,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,2561,0,24099,4341,876,147,602,298658,6170,52,1017,122710,6,6,6818,0,0,14405,1,0,1280,8,0,0
OH,39003,84280,0,0,0,91722,0,0,0,0,0,0,0,0,22235,0,39,0,24,0,0,0,0,0,0,1205,0,0,0,8,0,11,0,0,473,0,0,0,0,0,0,212,0,33,8,0,0,0,0,0,0,0,62,0,2939,0,38957,18033,4532,2782,366,36523,35,7,6,31345,32,178,84280,0,0,91761,0,0,22274,24,0,0
OH,39005,36244,0,0,0,33407,0,0,0,0,0,3,0,0,6297,0,149,1,207,0,40,0,0,0,0,361,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,19,0,7,20,0,0,0,0,0,0,0,2,0,2590,0,30446,6549,1478,528,59,130558,2360,0,10,100922,238,7,36244,0,0,33556,3,0,6446,207,0,0
OH,39007,17009,0,0,0,26077,0,0,0,0,0,0,0,0,750,0,401,0,368,0,0,0,0,0,0,503,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,295,1,0,0,20,0,0,0,0,1,0,11637,0,49265,23367,3287,852,46,294767,222,0,3148,147124,6156,42,17009,0,0,26478,0,0,1151,368,0,0
OH,39009,1496,0,0,0,810,0,0,0,0,0,0,0,0,249,0,38,0,2,0,1,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,2478,0,29803,6517,1439,188,113,303149,2471,0,28,71165,2,2,1496,0,0,848,0,0,287,2,0,0
OH,39011,93022,0,0,2,99218,0,0,0,0,0,0,0,0,25679,0,148,0,64,0,0,0,0,0,0,3096,0,0,0,18,0,5,0,0,1013,0,0,0,0,0,0,41,0,5,1,0,0,0,0,0,0,0,31,0,4290,0,29747,7941,2167,617,362,31822,2,5,1,32337,12,123,93022,0,2,99366,0,0,25827,64,0,0
OH,39013,37,0,0,0,9,0,0,0,0,0,0,0,0,12,0,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,4918,0,34363,6610,2253,886,250,276461,1068,0,4,119973,5,2,37,0,0,12,0,0,15,4,0,0
OH,39015,25721,0,0,0,79186,0,0,1,0,0,0,0,0,1026,0,379,0,17,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,3115,0,27348,5104,1030,268,431,155586,98,21,29,108964,1,4,25721,0,0,79565,0,0,1405,17,0,0
OH,39017,27468,0,0,10,24538,0,0,0,0,0,0,0,0,3686,0,55,1,12,0,0,0,0,0,0,109,0,0,0,1,2,1,0,0,8,0,0,0,0,0,0,8,0,19,3,0,0,0,0,0,0,0,1,0,4007,0,66690,45608,16326,5058,451,73051,572,8,134,120472,14,39,27468,0,10,24593,0,0,3741,12,0,0
OH,39019,1541,0,0,0,1270,0,0,0,0,0,0,0,0,89,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4339,0,22737,2339,545,151,8,192348,2617,1,3,101506,6,0,1541,0,0,1270,0,0,89,3,0,0
OH,39021,113725,0,0,8,94413,0,0,27,0,0,0,0,0,7717,0,52,0,10,0,0,0,0,0,0,884,0,0,0,252,277,10,0,0,263,0,0,0,0,0,0,5,0,19,15,0,0,0,0,0,0,0,33,0,1568,0,24962,4084,700,288,117,48872,39,11,4,56454,5,81,113725,0,8,94465,0,0,7769,10,0,0
OH,39023,91125,0,0,0,69670,0,0,0,0,0,0,0,0,3947,0,123,0,4,0,0,0,0,0,0,299,0,0,0,45,1,3,0,0,10,0,0,0,0,0,0,2,0,10,1,0,0,0,0,0,0,0,3,0,5126,0,33758,18454,4829,1447,152,40853,102,23,14,63000,2,169,91125,0,0,69793,0,0,4070,4,0,0
OH,39025,14102,0,0,5,30440,0,0,0,0,0,0,0,0,901,0,358,8,2,0,0,0,0,0,0,56,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,5346,0,45191,14356,4554,1102,140,187201,947,17,303,73645,10,67,14102,0,5,30798,0,0,1259,2,0,0
OH,39027,97567,0,0,0,107126,0,0,0,0,0,3,0,0,2973,0,591,0,6,0,0,0,0,0,0,133,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1565,0,26066,5617,1342,822,438,50383,38,315,8,45350,1,9,97567,0,0,107717,3,0,3564,6,0,0
OH,39029,1434,0,0,0,1702,0,0,0,0,0,0,0,0,317,0,0,0,15,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3728,0,53484,12282,2824,1228,66,207273,1002,0,6,155913,51,2,1434,0,0,1702,0,0,317,15,0,0
OH,39031,24215,0,0,0,9288,0,0,0,0,0,0,0,0,817,0,2,0,25,0,0,0,0,0,0,87,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,4978,0,32757,4588,1298,575,100,274471,1426,2,6,113778,308,3,24215,0,0,9290,0,0,819,25,0,0
OH,39033,101040,0,0,0,92268,0,0,0,0,0,1,0,0,23164,0,1444,0,7,0,5,0,0,0,0,381,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,7,0,14,11,0,0,0,0,0,0,0,1,0,1101,0,29018,7972,1945,645,460,43260,20,0,7,29911,1,4,101040,0,0,93712,1,0,24608,7,0,0
OH,39035,110,0,0,0,115,0,0,0,0,0,0,0,0,62,0,12,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,2,0,1917,0,91005,134571,50962,17258,27,75227,459,1,4,5886,1366,161,110,0,0,127,0,0,74,8,0,0
OH,39037,179866,0,0,11,155691,0,0,8,0,0,0,0,0,22277,0,420,0,66,0,0,0,0,0,0,4374,0,0,0,56,6,133,0,0,66,0,0,0,0,0,0,7,0,18,2,0,0,0,0,0,0,0,16,0,842,0,40281,6710,2014,622,384,35554,6,9,4,46045,7,61,179866,0,11,156111,0,0,22697,66,0,0
OH,39039,71512,0,0,11,118309,0,0,0,0,0,0,0,0,15791,0,304,0,32,0,0,0,0,0,0,1739,0,0,0,2,0,27,0,0,49,0,0,0,0,0,0,325,0,128,34,0,0,0,0,0,0,0,63,0,3470,0,31779,6856,1720,744,407,44591,6,8,3,40393,3292,469,71512,0,11,118613,0,0,16095,32,0,0
OH,39041,52820,0,0,0,73965,0,0,0,0,0,0,0,0,11881,0,274,0,14,0,0,0,0,0,0,197,0,0,0,0,1,2,0,0,23,0,0,0,0,0,0,1,0,16,3,0,0,0,0,0,0,0,4,0,12014,0,41495,19334,4971,1447,1059,79568,40,2,20,78235,32,12,52820,0,0,74239,0,0,12155,14,0,0
OH,39043,38323,0,0,0,37933,0,0,0,0,0,1,0,0,7637,0,186,0,21,0,1,0,0,0,0,314,0,0,0,0,0,6,0,0,980,0,0,0,0,0,0,11,0,97,72,0,0,0,0,0,0,0,31,0,4006,0,24397,13602,4832,2212,1547,47069,52,0,6,23210,518,4024,38323,0,0,38119,1,0,7823,21,0,0
OH,39045,68462,0,0,0,59134,0,0,0,0,0,1,0,0,7327,0,960,0,7,0,0,0,0,0,0,125,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,84,15,0,0,0,0,0,0,0,0,0,3581,0,39445,12979,3547,1049,177,116079,831,10,15,106264,2,1,68462,0,0,60094,1,0,8287,7,0,0
OH,39047,125139,0,0,0,114560,0,0,0,0,0,0,0,0,5067,0,878,0,13,0,0,0,0,0,0,522,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,842,0,20344,4866,904,394,241,20802,13,285,2,41322,3,0,125139,0,0,115438,0,0,5945,13,0,0
OH,39049,27392,0,0,0,31117,0,0,0,0,0,0,0,0,2399,0,44,0,12,0,0,0,0,0,0,28,0,0,0,0,0,233,0,0,3,0,0,0,0,0,0,1,0,433,0,0,0,0,0,0,0,0,0,0,6946,0,75743,107819,56361,24232,2926,53747,50,4,6,59341,9,7,27392,0,0,31161,0,0,2443,12,0,0
OH,39051,118600,0,0,6,96168,0,0,0,0,0,0,0,0,21599,0,19,1,17,0,15,0,0,0,0,2522,0,0,0,4,10,508,0,0,89,0,0,0,0,0,0,104,0,42,3,0,0,0,0,0,0,0,614,0,1458,0,31399,7310,1710,1055,324,27850,364,7,2,22612,1753,234,118600,0,6,96187,0,0,21618,17,0,0
OH,39053,1428,0,0,0,1000,0,0,0,0,0,0,0,0,151,0,56,0,4,0,0,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,10,8,0,0,0,0,0,0,0,0,0,2884,0,25314,7765,1164,210,287,247486,4142,5,75,96823,0,3,1428,0,0,1056,0,0,207,4,0,0
OH,39055,2824,0,0,0,2115,1,0,0,0,0,0,0,0,215,0,19,3,29,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,151,9,0,0,2,0,0,0,0,5,0,7245,0,47833,13485,1774,435,248,177353,913,0,59,80633,1726,64,2824,0,0,2134,0,0,234,29,0,0
OH,39057,74877,0,0,2,72837,0,0,0,0,0,0,0,0,4042,0,569,0,7,0,0,0,0,0,0,235,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,4,0,9,7,0,0,0,0,0,0,0,2,0,1947,0,42307,22753,4829,1504,517,54406,148,158,19,62452,4,196,74877,0,2,73406,0,0,4611,7,0,0
OH,39059,2217,0,0,0,1188,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6200,0,34744,5879,1248,475,56,288933,1545,0,5,93706,12,31,2217,0,0,1188,0,0,26,11,0,0
OH,39061,4711,0,0,0,3642,0,0,0,0,0,0,0,0,512,0,81,1,1,0,0,0,0,0,0,27,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,0,0,0,5960,0,75315,68215,32755,11964,159,108834,294,2,93,28125,19,63,4711,0,0,3723,0,0,593,1,0,0
OH,39063,112539,0,0,1,150296,0,0,0,0,0,0,0,0,48375,0,28,0,18,0,0,0,0,0,0,2347,0,0,0,2,0,22,0,0,91,0,0,0,0,0,0,132,0,13,1,0,0,0,0,0,0,0,44,0,2969,0,42761,13342,3594,1562,632,35285,8,5,1,26408,17,257,112539,0,1,150324,0,0,48403,18,0,0
OH,39065,119656,0,0,0,132369,0,0,0,0,0,1,0,0,19757,0,80,0,93,0,0,0,0,0,0,1176,0,0,0,17,0,13,0,0,62,0,0,0,0,0,0,148,0,7,124,0,0,0,0,0,0,0,338,0,984,0,29977,4710,913,448,253,36043,4,2,2,41343,7,78,119656,0,0,132449,1,0,19837,93,0,0
OH,39067,591,0,0,0,420,0,0,0,0,0,0,0,0,20,0,2,0,22,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7076,0,23023,1783,312,84,255,222829,3823,0,5,78839,6,0,591,0,0,422,0,0,22,22,0,0
OH,39069,109300,0,0,4,113491,0,0,0,0,0,0,0,0,42362,0,78,5,37,0,0,0,0,0,0,2846,0,0,0,197,22,65,0,0,485,0,0,0,0,0,0,153,0,113,0,0,0,0,0,0,0,0,7,0,3593,0,31897,5592,1173,450,229,18641,84,1,1,15768,95,85,109300,0,4,113569,0,0,42440,37,0,0
OH,39071,46407,0,0,0,83153,0,0,0,0,0,4,0,0,3781,0,987,0,13,0,0,0,0,0,0,195,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,4439,0,31370,5284,891,367,659,147948,870,29,67,134242,2,1,46407,0,0,84140,4,0,4768,13,0,0
OH,39073,2040,0,0,0,1809,0,0,0,0,0,1,0,0,515,0,55,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1241,0,17982,2190,610,155,22,275590,9306,1,35,38270,2,0,2040,0,0,1864,1,0,570,1,0,0
OH,39075,17970,0,0,0,6820,0,0,0,0,0,0,0,0,1039,0,18,0,72,0,1,0,0,0,0,255,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,1,0,1251,0,28171,4141,707,289,68,141253,834,0,8,147138,120,7,17970,0,0,6838,0,0,1057,72,0,0
OH,39077,90574,0,0,0,100892,0,0,0,0,0,0,0,0,26786,0,1062,0,108,0,14,0,0,0,0,561,0,0,0,0,0,12,0,0,36,0,0,0,0,0,0,19,0,28,35,1,0,0,0,0,0,0,2,0,3243,0,30694,9375,2120,1165,129,95454,36,1,11,45754,491,15,90574,0,0,101954,0,0,27848,108,0,0
OH,39079,1780,0,0,0,1430,0,0,0,0,0,0,0,0,259,0,5,0,1,0,3,0,0,0,0,14,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,1,0,1440,0,22233,6211,1114,173,439,222582,6147,0,126,84097,1,1,1780,0,0,1435,0,0,264,1,0,0
OH,39081,62,0,0,0,150,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3760,0,29336,7240,2542,950,249,230323,655,0,5,63658,0,9,62,0,0,151,0,0,19,0,0,0
OH,39083,55722,0,0,0,42652,0,0,0,0,0,0,0,0,4304,0,25,0,24,0,4,0,0,0,0,278,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,4,0,52,15,0,1,0,0,0,0,0,1,0,3061,0,37795,5536,1143,494,84,160123,941,0,23,124966,19,3,55722,0,0,42677,0,0,4329,24,0,0
OH,39085,290,0,0,0,290,0,0,0,0,0,0,0,0,83,0,5,0,13,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,68,2,0,0,3,0,0,0,0,4,0,2200,0,46665,45108,8363,2275,157,63134,46,0,41,21780,189,97,290,0,0,295,0,0,88,13,0,0
OH,39087,741,0,0,0,623,0,0,0,0,0,2,0,0,111,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2295,0,26753,11278,3093,348,125,281647,1669,27,99,48672,4,4,741,0,0,679,2,0,167,0,0,0
OH,39089,61482,0,0,0,55013,0,0,0,0,0,0,0,0,4795,0,79,0,11,0,1,0,0,0,0,171,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,2504,0,50297,17127,4784,1627,345,219028,727,1,16,149789,5,3,61482,0,0,55092,0,0,4874,11,0,0
OH,39091,85422,0,0,3,96529,0,0,1,0,0,0,0,0,10934,0,18,0,36,0,0,0,0,0,0,1612,0,0,0,27,3,9,0,0,279,0,0,0,0,0,0,23,0,10,44,0,0,0,0,0,0,0,88,0,7984,0,33833,7073,1300,670,535,67890,91,4,3,70709,25,371,85422,0,3,96547,0,0,10952,36,0,0
OH,39093,33520,0,0,0,52024,0,0,0,0,0,4,0,0,7066,0,42,0,101,0,1,0,0,0,0,519,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,131,112,0,0,3,0,0,0,0,7,0,3692,0,56856,42045,9216,2304,501,114727,230,3,7,75028,9975,463,33520,0,0,52066,4,0,7108,101,0,0
OH,39095,38021,0,0,0,30086,0,0,0,0,0,0,0,0,6584,1,16,0,35,0,20,0,0,0,0,1076,0,0,0,10,18,101,0,0,98,0,0,0,0,0,0,11,0,177,4,0,0,0,0,0,0,0,85,0,7826,0,45785,56090,22680,9412,1655,39258,513,0,1,17450,346,8503,38021,0,0,30102,0,0,6600,35,0,0
OH,39097,138341,0,0,0,132226,0,0,0,0,0,0,0,0,10714,0,768,0,2,0,1,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,1008,0,19845,6456,1442,317,178,23614,0,71,2,49858,1,4,138341,0,0,132994,0,0,11482,2,0,0
OH,39099,3681,0,0,0,2665,0,0,0,0,0,0,0,0,221,0,2,0,115,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10063,0,51265,43844,9621,3884,84,120273,671,1,213,102894,914,21,3681,0,0,2667,0,0,223,115,0,0
OH,39101,92523,0,0,0,105773,0,0,0,0,0,0,0,0,14013,0,397,0,42,0,0,0,0,0,0,96,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,18,0,31,0,0,0,0,0,0,0,0,5,0,1884,0,25851,12107,3166,1413,505,34631,1,2,4,41137,20,149,92523,0,0,106170,0,0,14410,42,0,0
OH,39103,21284,0,0,0,21025,0,0,0,0,0,0,0,0,3989,0,37,0,100,0,3,0,0,0,0,209,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,38,19,0,0,0,0,0,0,0,15,0,3172,0,47647,21771,3896,933,211,121848,652,0,21,100852,1542,11,21284,0,0,21062,0,0,4026,100,0,0
OH,39105,1809,0,0,0,937,0,0,0,0,0,0,0,0,38,0,57,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,0,0,0,0,3637,0,24030,3131,346,42,160,248143,1577,3,18,72765,1,0,1809,0,0,994,0,0,95,1,0,0
OH,39107,137839,0,0,12,107808,0,0,0,0,0,0,0,0,26492,0,59,3,239,0,0,0,0,0,0,7712,0,0,0,16,1,39,0,0,1008,0,0,0,0,0,0,16,0,38,0,0,0,0,0,0,0,0,19,0,14517,0,35729,6887,2163,629,565,24403,1,1,3,24173,154,354,137839,0,12,107867,0,0,26551,239,0,0
OH,39109,99526,0,0,2,86738,0,0,0,0,0,0,0,0,8719,0,414,0,11,0,0,0,0,0,0,703,0,0,0,10,13,11,0,0,14,0,0,0,0,0,0,1,0,8,34,0,0,0,0,0,0,0,19,0,2095,0,29890,12784,3960,1161,397,37131,34,6,9,53809,1,395,99526,0,2,87152,0,0,9133,11,0,0
OH,39111,62,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1419,0,25874,1519,303,272,2,292898,2848,0,0,52369,0,3,62,0,0,17,0,0,0,4,0,0
OH,39113,49628,0,0,0,41006,0,0,0,0,0,0,0,0,2909,0,90,0,6,0,0,0,0,0,0,40,0,0,0,40,1,4,0,0,23,0,0,0,0,0,0,3,0,16,4,0,0,0,0,0,0,0,2,0,4135,0,58150,73154,23172,7569,572,57837,376,16,15,64483,6,184,49628,0,0,41096,0,0,2999,6,0,0
OH,39115,1652,0,0,0,380,0,0,0,0,0,0,0,0,100,0,5,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3688,0,23430,1592,186,43,158,241161,2921,0,18,73053,0,0,1652,0,0,385,0,0,105,3,0,0
OH,39117,55996,0,0,0,66600,0,0,0,0,0,1,0,0,15105,0,161,0,73,0,1,0,0,0,0,313,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,8,0,16,13,0,0,0,0,0,0,0,1,0,1227,0,28147,3843,484,110,61,96510,98,3,13,67580,14,0,55996,0,0,66761,1,0,15266,73,0,0
OH,39119,14641,0,0,0,6343,0,0,0,0,0,0,0,0,474,0,30,0,8,0,0,0,0,0,0,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,3,0,7832,0,44839,10979,2705,1079,133,318752,1843,2,15,145629,70,13,14641,0,0,6373,0,0,504,8,0,0
OH,39121,43,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619,0,24114,1943,287,64,23,236932,896,0,39,65160,1,3,43,0,0,9,0,0,5,0,0,0
OH,39123,38570,0,0,0,58692,0,0,0,0,0,0,0,0,8145,1,88,0,167,0,7,0,0,0,0,4131,0,0,0,6,6,177,0,0,245,0,0,0,0,0,0,2,0,269,6,0,0,0,0,0,0,0,205,0,9524,0,26807,13293,3005,926,1821,11691,9,1,1,13287,75,26226,38570,0,0,58780,0,0,8233,167,0,0
OH,39125,88608,0,0,281,148695,0,0,0,0,0,0,0,0,20796,0,404,2,33,0,1,0,0,0,0,1814,0,0,0,1,2,35,0,0,84,0,0,0,0,0,0,832,0,76,9,0,0,0,0,0,0,0,154,0,3223,0,31992,5111,695,201,971,23316,1,9,7,17474,917,204,88608,0,281,149099,0,0,21200,33,0,0
OH,39127,20051,0,0,0,8978,0,0,0,0,0,0,0,0,1031,0,47,0,4,0,7,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2695,0,25484,3488,684,155,399,206918,2459,11,19,68191,5,2,20051,0,0,9025,0,0,1078,4,0,0
OH,39129,119484,0,0,0,110431,0,0,0,0,0,10,0,0,14608,0,2535,0,22,0,0,0,0,0,0,140,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,1,0,495,4,0,0,0,0,0,0,0,9,0,4447,0,27182,6455,1871,291,239,48979,56,19,5,81084,2,8,119484,0,0,112966,10,0,17143,22,0,0
OH,39131,10540,0,0,0,11393,0,0,0,0,0,0,0,0,988,0,282,0,2,0,0,0,0,0,0,77,0,0,0,1,0,74,0,0,0,0,0,0,0,0,0,1,0,159,12,0,0,0,0,0,0,0,0,0,2515,0,19432,7112,2072,651,288,233433,2337,0,2588,72686,2,3,10540,0,0,11675,0,0,1270,2,0,0
OH,39133,11227,0,0,0,8457,5,0,0,0,0,0,0,0,1385,0,71,0,41,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,240,9,0,0,0,0,0,0,0,9,0,16024,0,50552,23486,4991,1298,129,182681,922,0,261,113843,1899,64,11227,0,0,8528,0,0,1456,41,0,0
OH,39135,106293,0,0,2,86143,0,0,183,0,0,0,0,0,5762,0,147,0,9,0,0,0,0,0,0,139,0,0,0,28,2,9,0,0,299,0,0,0,0,0,0,8,0,19,3,0,0,0,0,0,0,0,1,0,1635,0,27917,5173,1023,275,127,58528,391,44,6,57963,2,37,106293,0,2,86290,0,0,5909,9,0,0
OH,39137,105813,0,0,3,160457,0,0,0,0,0,0,0,0,42260,0,415,26,26,0,1,0,0,0,0,3667,0,0,0,9,1,82,0,0,214,0,0,0,0,0,0,1442,0,25,6,0,0,0,0,0,0,0,37,0,1608,0,37942,6628,1139,470,550,21057,0,6,4,15696,75,257,105813,0,3,160872,0,0,42675,26,0,0
OH,39139,52662,0,0,0,40278,0,0,0,0,0,1,0,0,7859,0,720,4,66,0,15,0,0,0,0,383,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,0,0,8,0,3383,0,42808,16642,4237,2564,164,150863,1340,2,5,89076,81,4,52662,0,0,40998,1,0,8579,66,0,0
