StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
TX,48245,8,11,116263,28,1758,0,0,0,0,0,0,0,0,0,3807,0,1,635,0,0,0,0,0,0,0,0,0,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12494,0,181367,0,0,0,0,0,0,0,26,0,0,0,14370,201550,0,104792,225315,85880,48303,5698,896,9857,7562,15472,722245,311028,772974,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,28,1759,0,0,3808,0,0,0
TX,48247,14,1,0,373,0,8,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,107,0,109210,13150,1516,184,3833,320,124,50,1048058,2088556,436,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,1,373,0,0,0,0,0,0,0
TX,48249,51931,6907,0,325376,0,18320,0,0,0,0,0,0,0,30031,1502,0,0,17,328,0,0,0,0,0,0,0,14,50878,0,0,0,0,0,0,13,0,0,0,0,0,0,2037,0,0,0,4469,0,0,0,320721,0,0,0,0,0,0,0,0,0,0,0,1,7465,0,123774,32014,10883,2348,2895,13421,49,30,1021083,451846,18736,1475,0,53,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,51931,6907,325377,0,0,0,1503,328,0,0
TX,48251,31000,2125,0,39869,16,1712,0,0,0,0,0,0,0,4,133989,0,0,32,12207,0,0,10,0,0,0,0,0,43410,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6401,0,5,0,0,0,0,0,9,0,0,0,0,19668,0,162106,55953,26054,9796,14004,234835,76691,2,131,1219610,22359,327,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,105,0,0,0,0,0,0,0,0,0,0,0,31000,2125,39908,121,0,0,134028,12312,0,0
TX,48253,0,343714,0,55602,0,392,1,0,0,0,0,4154,0,0,906794,0,0,0,1629,0,0,35,0,0,0,0,20,9653,0,0,0,104,0,1,0,0,0,0,0,0,0,2,0,0,0,14674,0,9,0,46243,0,0,0,0,0,0,0,7,0,0,0,0,15794,0,149713,11468,5122,1304,250,9250,4121,10,1065809,49418,350,1,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,344164,55987,0,4154,0,907629,1629,0,0
TX,48255,48429,452,29,35631,6,9,0,0,0,0,0,0,0,95,39888,0,0,13,5888,0,0,0,0,0,0,0,0,109341,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,19,0,18385,0,0,0,0,0,0,0,19,0,0,0,3,7590,0,63981,43173,7613,1017,16648,21098,687,2659,958699,766102,19268,1245,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48429,452,35633,6,0,0,39890,5888,0,0
TX,48257,1761,1018,0,7194,5844,187,0,0,0,0,0,0,0,0,98874,0,26,23,18011,0,0,125,0,0,0,0,295,31971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,56026,0,0,0,0,0,0,0,19,0,0,0,0,81300,0,109778,64608,28229,8291,911,301100,2062,268,62524,1373120,63326,5068,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,1018,7194,5870,0,0,98900,18011,0,0
TX,48259,377,88,0,2550,0,0,0,0,0,0,3,0,0,2,3047,0,0,9,4186,0,0,0,0,0,0,0,0,2787,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,100,0,4511,0,78,0,0,0,0,0,10,0,0,0,0,3119,0,58732,8665,4281,1575,957,55348,512910,2,1212168,32493,134,3,0,39,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,88,2556,0,0,0,3053,4186,0,0
TX,48261,766,116,0,10729,35,17,0,0,0,0,0,0,0,20,52,0,0,0,1,0,0,0,0,0,0,0,2,8873,0,0,0,0,0,2,463,0,0,45,6,0,0,1,0,0,0,295,0,1,0,6298,0,0,0,0,0,0,45,0,0,0,0,1,13330,0,97324,19462,2758,216,163463,46700,205357,387,1393514,1864164,51630,188081,0,0,164,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,116,10912,35,0,0,235,1,0,0
TX,48263,22,32099,0,10527,0,0,2,0,3,0,0,0,0,0,81682,0,0,6,287,28,0,0,0,0,0,0,86,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,31814,0,0,0,0,0,0,0,40,0,0,0,0,1617,0,46806,3049,309,32,4552,358,4319,1283,2142690,236502,61,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,32121,10565,0,0,0,81742,287,0,0
TX,48265,73,102,0,1747,0,0,0,0,0,0,1,0,0,17,2502,0,0,8,1639,0,0,0,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,58,0,6887,0,21,0,0,0,0,0,5,0,0,0,0,4739,0,114600,19726,9065,3131,330,102196,779646,9,2123707,13768,80,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,102,1747,0,0,0,2502,1639,0,0
TX,48267,2,15,0,1359,0,0,0,0,0,0,0,6,0,0,2481,0,0,0,1452,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,7195,0,0,0,0,0,0,0,12,0,0,0,0,2905,0,57348,9479,3852,638,4,222190,315198,12,2972954,1445,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1359,0,6,0,2481,1452,0,0
TX,48269,7,22396,0,1802,0,0,0,0,1,0,0,7,0,0,72754,0,0,1,30,0,0,1,0,0,0,0,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5280,0,0,0,0,0,0,0,1,0,0,0,0,549,0,42296,3708,1138,76,889,53,109669,393,2262713,104073,33,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,22398,2137,0,7,0,73091,30,0,0
TX,48271,281,7505,0,364,0,0,0,0,0,0,0,0,0,185,6604,0,0,45,5418,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,2193,0,0,0,0,0,0,0,39,0,0,0,0,1923,0,58804,33207,4429,489,9056,31870,101348,26,3369321,270691,23902,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,7505,366,0,0,0,6606,5418,0,0
TX,48273,12832,48024,4,186294,2,36,0,0,0,0,0,0,0,2964,24313,0,0,0,47,0,0,0,0,0,0,0,11,36284,0,0,0,0,0,0,68,0,0,38,7,0,0,0,0,0,0,9785,0,2,0,116064,0,0,0,0,0,0,2,8,0,0,0,12,14219,0,95321,23788,11487,3273,53946,9761,652,35,1150503,542364,31955,166415,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831,0,0,0,6958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15663,48024,193252,2,0,0,34102,47,0,0
TX,48275,6,63935,0,12132,0,8,1,0,3,0,0,435,0,0,866593,0,0,6,1099,0,0,0,0,0,0,0,145,3025,0,0,0,285,0,89,0,0,0,0,0,0,0,0,0,0,0,206,0,59,0,11884,0,0,0,0,0,0,0,111,0,0,0,0,9280,0,65781,4884,1450,294,711,2189,49059,5767,1321759,28531,739,22,0,9588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0,466,0,0,0,0,0,0,0,0,0,0,0,0,6,64401,13356,0,435,0,868283,1099,0,0
TX,48277,60846,9547,0,16444,39192,2587,0,0,0,0,0,0,0,0,147602,0,4765,1,644,0,0,0,0,0,0,0,5443,364840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,775,0,56232,0,0,0,0,0,0,0,99,0,0,0,0,55685,0,111139,30217,9673,4194,1483,680985,12048,1750,62541,963034,39902,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60846,9547,16576,43957,0,0,152499,644,0,0
TX,48279,305673,674913,0,231355,85,331,962,0,0,0,0,0,0,1625,251979,0,0,5678,1549,5658,0,0,0,0,0,0,12940,9645,0,2,0,23,2768,10,0,0,0,0,0,0,0,430,0,0,0,975,0,267,0,57166,0,0,0,3,0,0,0,64,0,0,0,0,2520,0,182944,13617,1765,654,968,84,1,0,20905,1125485,13,5474,0,6102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,2826,0,648,0,0,0,0,0,0,0,0,0,0,0,0,306384,675561,234181,85,0,0,256164,1549,0,0
TX,48281,107,41,0,1366,0,0,0,0,0,0,0,1,0,0,18190,0,0,2,25255,96,0,0,0,0,0,0,0,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13798,0,0,0,302,0,0,0,295,0,0,0,0,3773,0,85836,11074,4275,1017,1695,97692,276820,0,1327303,171553,3362,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,107,51,1375,0,1,0,18209,25255,0,0
TX,48283,1173,261,0,12681,0,701,0,0,0,0,0,0,0,13414,1397,0,0,2016,15405,0,0,0,0,0,0,0,0,2673,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,0,0,37,0,6,0,18736,0,0,0,0,0,0,0,13,0,0,0,6,3978,0,76963,80289,13206,697,26635,100,25,96,3226278,717437,63445,22339,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1173,261,12681,0,0,0,1397,15405,0,0
TX,48285,12767,213,15378,4832,492,0,0,0,0,0,0,0,0,1,4572,0,3,59,3292,0,0,0,0,0,0,0,0,83775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,113,0,62056,0,0,0,0,0,0,1,1271,0,0,0,31,4519,0,144930,12625,3970,1019,2115,622124,189704,6073,401475,1124170,89443,1486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12767,213,4832,495,0,0,4575,3292,0,0
TX,48287,3398,139,3,1107,38,0,0,0,0,0,0,0,0,0,2470,0,1,0,2664,0,0,0,0,0,0,0,1,62447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1048,0,0,0,1,0,0,0,309,0,0,0,53,15490,0,89535,10956,5216,1149,2342,344532,41670,45710,426266,694375,69676,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398,139,1107,39,0,0,2471,2664,0,0
TX,48289,1920,51,67,7203,160,0,0,0,0,0,0,0,0,0,708,0,0,3,613,0,0,0,0,0,0,0,0,10374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10035,0,0,0,0,0,0,0,64,0,0,0,0,40041,0,92473,81163,12217,3254,18084,423298,95104,443262,369739,1206723,290462,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,51,7203,160,0,0,708,613,0,0
TX,48291,503,32,30499,16945,20580,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,76324,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14481,0,145870,0,0,0,0,0,0,0,5,0,0,0,2993,41405,0,154893,66468,11704,5252,8375,21727,297098,214740,213724,750864,1249277,41523,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,32,16945,20580,0,0,66,0,0,0
TX,48293,43251,6799,1,10603,44,93,0,0,0,0,0,9,0,0,86240,0,3,4,55047,0,0,0,0,0,0,0,1,33732,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7367,0,0,0,0,0,0,0,289,0,0,0,1,60036,0,100714,29544,16161,3856,11034,423632,18945,73593,143849,1523989,35389,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43251,6799,10603,47,9,0,86243,55047,0,0
TX,48295,18214,569,0,32773,5,0,55,0,0,0,0,97,0,0,170641,0,97,352,822,0,0,0,0,0,0,0,8218,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23914,0,0,0,0,0,0,0,2,0,0,0,0,66,0,69811,11977,5741,51,5741,28,2,55,335224,1979359,2186,40,0,4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4836,0,0,0,3269,5,138,0,0,0,0,0,0,0,0,0,0,0,0,23055,707,36042,102,102,0,178981,822,0,0
TX,48297,26170,1991,57,47873,0,82,0,0,0,0,0,0,0,6073,7526,0,0,306,3015,90,0,0,0,0,0,0,0,118995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,16,0,25094,0,0,0,0,0,0,0,1,0,0,0,2,87449,0,61260,78363,14499,1029,18253,6773,210,1150,1901567,651706,26768,15660,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,26170,1991,47888,0,0,0,7541,3015,0,0
TX,48299,104,12,0,168,0,0,0,0,0,0,0,1,4,0,2089,0,0,2,1327,0,0,0,0,0,0,0,0,6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,2454,0,30,0,50,0,0,0,78,0,0,0,0,72581,0,109063,9078,4183,1287,118,30186,541500,8,1881032,116114,128,24,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,12,177,0,1,4,2098,1327,0,0
TX,48301,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,3,0,0,0,0,9103,0,3844,306,125,6,1753,4,0,0,1930946,0,708,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,2,0,0
TX,48303,37518,1276387,0,152552,0,2747,52,0,0,0,0,0,0,3,137771,0,0,248,403,38,0,0,0,0,0,0,1472,14964,0,559,0,0,22,0,0,0,0,0,0,0,0,899,0,0,0,0,0,156,140,156013,0,0,0,0,0,0,0,275,0,0,0,0,4708,0,159270,124201,48001,20255,148,1860,27,0,54174,393144,39,2189,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1375,0,46,0,0,0,0,0,0,0,0,0,0,0,0,37556,1276433,153927,0,0,0,139230,403,0,0
TX,48305,7680,1528728,0,180104,0,4662,39,0,0,0,0,1,0,1961,51622,0,0,1884,32,14,0,0,0,0,0,0,1691,2574,0,1,0,0,1,0,0,0,0,0,0,0,0,101,0,0,0,73,0,67,1,75767,0,0,0,2,0,0,0,191,0,0,0,0,16763,0,113514,6354,623,210,340,537,122,4,203849,348499,28,5685,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15253,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,7685,1530485,195357,0,1,0,68637,32,0,0
TX,48307,643,17756,0,29171,0,26,3,0,0,0,0,3756,0,1,298980,0,0,12,7975,240,0,4419,0,0,0,0,0,22404,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4201,0,57403,0,4,0,1480,0,1,0,113,0,0,0,0,10104,0,147490,8294,2519,970,211,50897,151601,288,2237339,29959,30,10,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,17756,29601,0,3756,0,299410,7975,0,0
TX,48309,260180,20452,0,45627,723,58,0,0,0,0,0,1557,0,13,270809,0,0,17,110309,234,0,197,0,0,0,0,7,98265,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6819,0,0,0,0,0,0,1,238,0,0,0,0,78250,0,229255,68996,45439,22796,2862,158823,115974,61,5649,1381997,124263,755,0,71,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260491,20452,45666,723,1557,0,270848,110620,0,0
TX,48311,438,11,2,7320,5,63,0,0,0,0,0,0,0,358,200,0,0,265,1825,42,0,0,0,0,0,0,0,6591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11125,0,0,0,0,0,0,0,0,0,0,0,0,41084,0,27207,75098,12930,390,18008,217,24,278,2537967,520179,16985,9183,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,438,11,7320,5,0,0,200,1825,0,0
TX,48313,526,88,27,92,35,0,0,0,0,0,0,0,0,0,239,0,1,0,21,0,0,0,0,0,0,0,0,7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,7660,0,0,0,0,0,0,0,118,0,0,0,0,8377,0,29701,38054,4656,1150,826,82463,20133,69713,80562,863300,143613,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,88,92,36,0,0,240,21,0,0
TX,48315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,98716,0,44544,20081,1964,496,1244,92114,339820,112920,152207,93450,237882,11961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,2,0,0
TX,48317,14,929611,0,19927,0,8,344,0,0,0,0,28,0,0,49363,0,0,52,1280,0,0,0,0,0,0,0,2241,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,11450,0,0,0,0,0,0,0,40,0,0,0,0,3739,0,94927,5818,1031,242,749,937,193,23,1435490,56598,1906,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5617,0,12731,0,0,0,0,0,0,0,0,0,0,0,0,14,942342,25544,0,28,0,67711,1280,0,0
TX,48319,16,455,0,1109,0,0,107,0,0,0,0,79,0,0,12199,0,0,0,1878,47,0,2,0,0,0,0,0,13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2461,0,14879,0,7,0,1392,0,0,0,102,0,0,0,0,4326,0,101896,1205,622,235,4,72310,244037,9,2151539,59385,16,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,455,1120,0,79,0,12210,1878,0,0
TX,48321,52543,101935,12634,259883,8208,4,0,0,2,0,0,0,0,0,434,0,0,8,8,0,0,0,0,0,0,0,2,38518,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,38379,0,377305,0,0,0,0,0,0,0,823,0,0,0,7369,99554,0,113290,33988,10354,3172,8220,120054,62338,40708,100588,989907,264455,532577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52543,101935,259890,8208,0,0,441,8,0,0
TX,48323,70,470,0,1016,0,0,0,0,0,0,0,0,0,45,1124,0,0,4,242,0,0,0,0,0,0,0,10,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,35923,0,0,0,0,0,0,0,335,0,0,0,1,13142,0,77066,107912,39768,10584,16661,2221,252,50,2869871,515842,14144,9099,0,0,0,0,0,50,0,780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,470,1016,0,0,0,1125,242,50,0
TX,48325,70935,43367,0,62347,0,40,34,0,7,0,16,1,17,1241,199288,0,0,466,57920,2,0,0,0,0,0,0,0,78098,0,0,0,0,0,0,0,0,0,0,1,522,0,0,0,0,0,5623,0,110,0,45716,0,24,0,0,0,0,0,150,0,0,0,0,16808,0,228844,26895,7893,1795,3252,119778,762090,1068,1970497,121696,13336,166,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,170,0,0,0,0,0,0,2,0,0,0,0,0,0,0,71145,43367,62517,0,1,17,199668,57920,0,0
TX,48327,0,303,0,5388,0,0,0,0,0,0,0,260,0,0,28625,0,0,0,1422,1,0,1,0,0,0,0,1,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,4014,0,0,0,0,0,0,0,1542,0,0,0,0,997,0,53621,2350,1040,129,14,16649,23949,390,2451595,1436,898,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,304,5408,0,260,0,28646,1422,0,0
TX,48329,6,124662,0,4618,0,0,40,0,0,0,0,1,0,0,16850,0,0,109,1088,0,0,0,0,0,0,0,255,5561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,3673,0,0,0,0,0,0,0,168,0,0,0,0,2050,0,84964,69023,25029,9357,1240,293,41,308,2224056,13362,3669,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2031,0,3022,0,0,0,0,0,0,0,0,0,0,0,0,7,127684,6649,0,1,0,21904,1088,0,0
TX,48331,158836,39143,21,61278,674,9,0,0,0,0,0,2,0,2,159195,0,448,38,67689,0,0,0,0,0,0,0,174,149181,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,14,156,0,11225,0,0,0,0,0,0,0,1767,0,0,0,2,25625,0,160984,11846,6674,2168,3323,574930,26673,65301,481740,839984,90186,2043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158836,39143,61311,1122,2,0,159676,67689,0,0
TX,48333,129,219,0,4741,0,0,0,0,0,0,0,0,0,2,49695,0,0,24,33323,23,0,5,0,0,0,0,0,17058,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,8,0,18,0,25776,0,92,0,61,0,1,0,7269,0,0,0,0,6684,0,106100,4019,1331,437,109,51334,180645,7,1503698,164462,461,13,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,219,4758,0,0,0,49715,33323,0,0
TX,48335,280,297876,0,33548,0,1,0,0,0,0,0,68,0,0,190867,0,0,4,51,0,0,0,0,0,0,0,15,14071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13539,0,0,0,0,0,0,0,0,0,0,0,0,10959,0,119814,10685,5020,1012,620,1667,1173,217,1821417,105605,72,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,165,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,282,304876,33713,0,68,0,198034,51,0,0
TX,48337,0,58,0,372,0,0,0,0,0,0,0,0,0,0,130900,0,0,1244,6369,0,0,18,0,0,0,0,0,49990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,7371,0,0,0,0,0,0,0,1,0,0,0,0,32966,0,147591,26882,5199,1230,7104,677293,221,0,121089,1484199,40,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,273,373,0,0,0,131116,6369,0,0
TX,48339,145,176,67,187,48,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,78,0,2650,0,0,0,0,0,0,0,21,0,0,0,4,115503,0,356216,267842,104798,29319,9987,14996,768042,442806,226411,383162,363387,10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,176,192,48,0,0,17,1,0,0
